,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,protocol_id,x,elem_id,text,segmentation,speaker,comments,facs,github,checked
80,80,80,80,prot-1902--ak--14,26,i-TEv2RNF4LJbt8dvqx2JPqd,Angående. stats,u,Q6199757,first word is from the margin note,https://betalab.kb.se/prot-1902--ak--14/prot_1902__ak__14-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--14.xml#L1861,True
81,81,81,81,prot-1902--ak--14,26,i-UAa1DENcDU2HjD4UFJvmqz,huru det kan gö,u,Q6199757,,https://betalab.kb.se/prot-1902--ak--14/prot_1902__ak__14-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--14.xml#L1882,True
82,82,82,82,prot-1902--ak--14,26,i-JrRBkafR1vk9r59WM7TaVf,Man talar om — ,u,Q6199757,,https://betalab.kb.se/prot-1902--ak--14/prot_1902__ak__14-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--14.xml#L1887,True
83,83,83,83,prot-1902--ak--14,26,i-978XigEQE2YHQ345JaRnA1,Nu har i Kongl.,u,Q6199757,,https://betalab.kb.se/prot-1902--ak--14/prot_1902__ak__14-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--14.xml#L1900,True
84,84,84,84,prot-1902--ak--14,26,i-UTSUPz2i52LJ5AWKuMY9h1,"Herr Pehrson, i",note,,intro,https://betalab.kb.se/prot-1902--ak--14/prot_1902__ak__14-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--14.xml#L1917,True
85,85,85,85,prot-1902--ak--14,26,i-CjbsiV4a42m23Au1azmjNx,Det har förefal,u,Q6039716,,https://betalab.kb.se/prot-1902--ak--14/prot_1902__ak__14-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--14.xml#L1921,True
86,86,86,86,prot-1902--ak--28,17,i-PDjsoxJKQCwZVVp1BPiDCp,Torsdagen den 3,note,,margin,https://betalab.kb.se/prot-1902--ak--28/prot_1902__ak__28-016.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--28.xml#L1243,True
87,87,87,87,prot-1902--ak--28,17,i-S6TfMxA6htfPXEkKR46S4B,skall aflemna a,u,Q6257694,part of margin note is in the seg,https://betalab.kb.se/prot-1902--ak--28/prot_1902__ak__28-016.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--28.xml#L1247,True
88,88,88,88,prot-1902--ak--28,17,i-CxU9qU3To2Vjs4uQFCHgPu,Nu är det ju sj,u,Q6257694,,https://betalab.kb.se/prot-1902--ak--28/prot_1902__ak__28-016.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--28.xml#L1266,True
89,89,89,89,prot-1902--ak--28,17,i-QCJ47aFUqvuePw3hMGeGVc,Man kan således,u,Q6257694,,https://betalab.kb.se/prot-1902--ak--28/prot_1902__ak__28-016.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--28.xml#L1282,True
90,90,90,90,prot-1902--ak--28,17,i-8sGNLknzZsCqcA5ktoSdx4,Det synes mig ä,u,Q6257694,,https://betalab.kb.se/prot-1902--ak--28/prot_1902__ak__28-016.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--28.xml#L1301,True
91,91,91,91,prot-1902--ak--28,17,i-4boNKtwZp2CosYFe431e8t,Én annan sida a,u,Q6257694,,https://betalab.kb.se/prot-1902--ak--28/prot_1902__ak__28-016.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--28.xml#L1313,True
92,92,92,92,prot-1902--ak--28,17,i-GYAgu3LQ4x8RNuhEnD49se,Andra Kammarens,note,,margin,https://betalab.kb.se/prot-1902--ak--28/prot_1902__ak__28-016.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--28.xml#L1317,True
93,93,93,93,prot-1902--ak--41,3,i-Qjd2HesqV7ja6gT81mah3H,Lördagen den 3 ,note,,margin,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L192,True
94,94,94,94,prot-1902--ak--41,3,i-LR1HtxmWPx5Y1Wp8dJv8XV,N:o 41.,note,,margin,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L195,True
95,95,95,95,prot-1902--ak--41,3,i-TUgwNrUPnfEzFwjiCKy5ow,"Man ansåg, att ",u,Q5566039,part of margin note included in the seg,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L199,True
96,96,96,96,prot-1902--ak--41,3,i-WYiBmWYC7DMXtsMzz9RpYS,högfärd och hal,u,Q5566039,,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L205,True
97,97,97,97,prot-1902--ak--41,3,i-Bnb5P3EeqvdSEkjdpnCZfz,Jag är tacksam ,u,Q5566039,,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L215,True
98,98,98,98,prot-1902--ak--41,3,i-8LWGncbBkU946Ma9fR1bPS,Men sedan utsko,u,Q5566039,,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L223,True
99,99,99,99,prot-1902--ak--41,3,i-Q9gQR1rZaVfSqcEnYKQKNJ,"Ja, mina herrar",u,Q5566039,,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L231,True
100,100,100,100,prot-1902--ak--41,3,i-KvjoSFEr31L6EbteDxKYkz,Dessa skolor ha,u,Q5566039,,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L249,True
101,101,101,101,prot-1902--ak--41,3,i-Xs37UEvvryh4Y5HqqpL6Bz,till pensionsoc,note,,margin,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L272,True
102,102,102,102,prot-1902--ak--41,3,i-HUrMc1tMVjnLwd8mH866wY,(Forts.),note,,margin,https://betalab.kb.se/prot-1902--ak--41/prot_1902__ak__41-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--ak--41.xml#L275,True
103,103,103,103,prot-1902--fk--18,8,i-bhEo8PqnkjbAdwcn9mA7a,N:o 18. 8 Lörda,note,,margin,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L498,True
104,104,104,104,prot-1902--fk--18,8,i-EisF2EaQcDuutw95Hkj5ED,LöneregleringJa,note,,segmentation error -- note merges with lines of text,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L501,True
105,105,105,105,prot-1902--fk--18,8,i-qXXJnQcAaMieyYHQGYjf2,för telsgraf in,u,Q6185047,segmentation error -- part of seg is note,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L506,True
106,106,106,106,prot-1902--fk--18,8,i-TBRj8pXFRPLyQhc9PWhAbz,(Forts.) å sid.,u,Q6185047,part of seg is note,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L511,True
107,107,107,107,prot-1902--fk--18,8,i-YRshNPGZaWrbqeHF3Tx2gC,har den uppfatt,u,Q6185047,,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L516,True
108,108,108,108,prot-1902--fk--18,8,i-PL3oocpkQF3TyDx99SWBzo,blifva mera mån,u,Q6185047,"segmentation is taking each row -- not en error, but cosmetically displeasing",https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L521,True
109,109,109,109,prot-1902--fk--18,8,i-QhH32A8wpNriG3rp4dU6yh,ståndare i allm,u,Q6185047,,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L526,True
110,110,110,110,prot-1902--fk--18,8,i-NhUbN3qWz5x9kb9NiCr3vH,denne reservant,u,Q6185047,,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L530,True
111,111,111,111,prot-1902--fk--18,8,i-MiENJua1qXtUQLa87T73AX,grafisterna med,u,Q6185047,,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L533,True
112,112,112,112,prot-1902--fk--18,8,i-KmZZ1RVgCZaTu5Gfch9MeU,"föreståndare, g",u,Q6185047,,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L537,True
113,113,113,113,prot-1902--fk--18,8,i-Hxt8JWHTquYHHxmTHqmv62,"bestridas, att ",u,Q6185047,,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L541,True
114,114,114,114,prot-1902--fk--18,8,i-U2wnFFLJy1cSD494qjwQbU,Om nu Riksdagen,u,Q6185047,,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L546,True
115,115,115,115,prot-1902--fk--18,8,i-6pogFivYB8cU8Jdbns4eDM,Hvad nu de främ,u,Q6185047,,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-007.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--18.xml#L575,True
116,116,116,116,prot-1902--fk--25,7,i-W29b4TybYAVF3VAu9tXFrk,Onsdagen den 28,note,,margin,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L559,True
117,117,117,117,prot-1902--fk--25,7,i-32dy7osLp6JZ4LQbtVGJBJ,vid sidan af så,u,Q330757,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L563,True
118,118,118,118,prot-1902--fk--25,7,i-KWrFpxBqaA8VDHGnW5veHY,N:o 25. Om förs,note,,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L567,True
119,119,119,119,prot-1902--fk--25,7,i-7TSec5y1bQvn4iSZkMvw7z,heller hafva gj,u,Q330757,segmentation error -- part of seg is note,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L571,True
120,120,120,120,prot-1902--fk--25,7,i-UTkD6KpWxHM1BqA7cuCxxR,till Kongl. Maj,u,Q330757,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L577,True
121,121,121,121,prot-1902--fk--25,7,i-4Za7CjbN2nvandFCwnB665,Motiveringen fö,u,Q330757,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L586,True
122,122,122,122,prot-1902--fk--25,7,i-2Fo1ZoSFULYC7zaynBvqUa,Grefve Wachtmei,note,,intro: intro,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L611,True
123,123,123,123,prot-1902--fk--25,7,i-YEkzu1uLpnhBgsjevDmi12,Ett par ord til,u,Q3916765,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L615,True
124,124,124,124,prot-1902--fk--25,7,i-MB15CeNWbmXXz1MYpeKY7t,Herr Wijk frams,u,Q3916765,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L620,True
125,125,125,125,prot-1902--fk--25,7,i-R1esKZYZ5yjL8ymAn9JeLx,Äfven omnämnde ,u,Q3916765,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L634,True
126,126,126,126,prot-1902--fk--25,7,i-9aRWp3q4XKnkyA8WpQ9he1,onoegenomar. m.,note,,The ocr is messed up in this note,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L642,True
127,127,127,127,prot-1902--fk--25,7,i-FFEPuGmuHLfv1DroCmPezB,toeerar,note,,the ocr is bad – i'm not even sure where it was looking...,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L646,True
128,128,128,128,prot-1902--fk--25,46,i-XZ3tfYFQhNASKAnA6wu5m3,N:o 25.,note,,margin,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3625,True
129,129,129,129,prot-1902--fk--25,46,i-5BjA1aZQM35P1nZXs7WVW6,46 Onsdagen den,note,,margin,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3628,True
130,130,130,130,prot-1902--fk--25,46,i-PETFdkkTUPjVCoXXZkLYrW,Om åtgärder hus,u,,segmentation error : Herr UngeHerr Unger – there are none in our DB that were active at the right time. note and seg merged,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3632,True
131,131,131,131,prot-1902--fk--25,46,i-L7ANCm5Pw4UNQtoZLE5qqk,till främjande ,note,,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3637,True
132,132,132,132,prot-1902--fk--25,46,i-RUpzUrvXQ7kbxmpAR6E2zz,brukare. (Forts,note,,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3640,True
133,133,133,133,prot-1902--fk--25,46,i-Pv12BdbRnMkJdcSbtAeUfm,sjelfva från bö,u,,speaker: Herr Unger,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3644,True
134,134,134,134,prot-1902--fk--25,46,i-5A1WVX9bKCbK48wipVdPux,Herr von Oelrei,note,,intro,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3655,True
135,135,135,135,prot-1902--fk--25,46,i-BBtYbrj2LKQCsQoemg1Lop,Den här förelig,u,Q6022797,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3659,True
136,136,136,136,prot-1902--fk--25,46,i-CSCEHD8UCPNrP83yknjXHw,Det torde icke ,u,Q6022797,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3669,True
137,137,137,137,prot-1902--fk--25,46,i-VpExofygV3MsZAmXmKUiq6,Hvad beträffar ,u,Q6022797,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3688,True
138,138,138,138,prot-1902--fk--25,46,i-SKRgGhTrVCrfYV2sLfD7Ab,"Ja, då kan man ",u,Q6022797,,https://betalab.kb.se/prot-1902--fk--25/prot_1902__fk__25-045.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1902/prot-1902--fk--25.xml#L3705,True
139,139,139,139,prot-1903--ak--12,4,i-LkncC5RMBPHVBHn9A9XSBR,N:o 12.,note,,margin,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L252,True
140,140,140,140,prot-1903--ak--12,4,i-DkMX9SDMGY42xHSJiyF6VB,4 Onsdagen den ,note,,margin,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L255,True
141,141,141,141,prot-1903--ak--12,4,i-FYhFQhNjrmDjLKpg5SMinF,goda ordning at,u,Q5786752,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L259,True
142,142,142,142,prot-1903--ak--12,4,i-UwcgnoasfoWqCmjcvhGwus,”Sutligen tillå,u,Q5786752,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L265,True
143,143,143,143,prot-1903--ak--12,4,i-RLrtW9YKBKhs4h7uzXAWJa,"Det är detta, s",u,Q5786752,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L276,True
144,144,144,144,prot-1903--ak--12,4,i-TQLe4LNG2Lwjh7h5HvJYC9,Jag ber att det,u,Q5786752,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L286,True
145,145,145,145,prot-1903--ak--12,4,i-WWpMQKXRRRRwKhrLpPT6QK,Häruti instämde,note,,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L291,True
146,146,146,146,prot-1903--ak--12,4,i-511RWSr654T3BAKn1QASeK,Herr Hammarskjö,note,,intro,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L294,True
147,147,147,147,prot-1903--ak--12,4,i-PZ9B98ZS5fDHFSmC5kY8ny,Det förefaller ,u,Q5786866,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L298,True
148,148,148,148,prot-1903--ak--12,4,i-EBVMfZhQpgLTFN5qWFucZ,"Det är sant, at",u,Q5786866,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L307,True
149,149,149,149,prot-1903--ak--12,4,i-NciuSkhJ2us3EiHdevqXjr,Jag vill mycket,u,Q5786866,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L323,True
150,150,150,150,prot-1903--ak--12,4,i-GEHXmuYZpZgphbL7cbP8ff,Herr Hammarlund,note,,intro,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L331,True
151,151,151,151,prot-1903--ak--12,4,i-W3VUPEYdvUNEJuyzRnzorL,Det föreligger ,u,Q5786752,,https://betalab.kb.se/prot-1903--ak--12/prot_1903__ak__12-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--12.xml#L335,True
152,152,152,152,prot-1903--ak--30,12,i-CxBcoyam36JtxozycUKVB6,N:o 30.,note,,margin,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L971,True
153,153,153,153,prot-1903--ak--30,12,i-JhSQYA9hsPUvkaN1m9uKw9,Angående,note,,margin,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L974,True
154,154,154,154,prot-1903--ak--30,12,i-mVHYt29BE5TvHctd8kAKE,12 Onsdagen den,note,,margin,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L977,True
155,155,155,155,prot-1903--ak--30,12,i-ND1CVp2pK6B9xG258pyJYP,"för hvarje dag,",u,Q5786752,,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L981,True
156,156,156,156,prot-1903--ak--30,12,i-TN3UfuArMcKobYsigVAJQ3,höjning af icke,u,Q5786752,segmentation error - note part of seg,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L987,True
157,157,157,157,prot-1903--ak--30,12,i-X5jGkGbuDjk1SDwoF3P84y,anslaget till a,note,,margin,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L992,True
158,158,158,158,prot-1903--ak--30,12,i-VCTijvL7dqiqgNC2HhXSJK,rekrytering m. ,note,,,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L995,True
159,159,159,159,prot-1903--ak--30,12,i-To339ZkEavC5QUsADhBBcd,(Forts.),note,,,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L998,True
160,160,160,160,prot-1903--ak--30,12,i-AA6d8UFoAv6LoutWhcgYca,bereda honom ga,u,Q6034738,,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L1002,True
