protocol_id,x,elem_id,text,segmentation,speaker,comments,facs,github
prot-1892--fk--33,79,i-GyzHpTYeoeVfqFveDTzDpJ,Utan tvifvel är,,,,https://betalab.kb.se/prot-1892--fk--33/prot_1892__fk__33-078.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1892/prot-1892--fk--33.xml#L6468
prot-1892--fk--33,79,i-PTyQjFNbkxH1NGueA68zbJ,"Herr Larsson, L",,,,https://betalab.kb.se/prot-1892--fk--33/prot_1892__fk__33-078.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1892/prot-1892--fk--33.xml#L6500
prot-1892--fk--33,79,i-UkkyEA9BY7BCuR4AwrjaAF,Äfven jag får f,,,,https://betalab.kb.se/prot-1892--fk--33/prot_1892__fk__33-078.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1892/prot-1892--fk--33.xml#L6504
prot-1892--fk--33,79,i-5sMj5qh7Y1bNHheBx3meGJ,Då jag fick se ,,,,https://betalab.kb.se/prot-1892--fk--33/prot_1892__fk__33-078.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1892/prot-1892--fk--33.xml#L6513
prot-1892--fk--33,79,i-CuKpZmDckjzuqpJPNJ7fH7,N:o 33.,,,,https://betalab.kb.se/prot-1892--fk--33/prot_1892__fk__33-078.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1892/prot-1892--fk--33.xml#L6524
prot-1892--fk--33,79,i-CqFFVCxgicKs3CotAeFVav,Tull å band,,,,https://betalab.kb.se/prot-1892--fk--33/prot_1892__fk__33-078.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1892/prot-1892--fk--33.xml#L6527
prot-1892--fk--33,79,i-3XVkYGqCPEqJm2e6gS9pSU,och väfnader,,,,https://betalab.kb.se/prot-1892--fk--33/prot_1892__fk__33-078.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1892/prot-1892--fk--33.xml#L6530
prot-1892--fk--33,79,i-Uvz17UWGVDdGvMfHkDUyuA,af helsiden. (F,,,,https://betalab.kb.se/prot-1892--fk--33/prot_1892__fk__33-078.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1892/prot-1892--fk--33.xml#L6533
prot-1893--fk--35,26,i-3DswycSWUEQQX6EdbYSf4A,N:o 35.,,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1873
prot-1893--fk--35,26,i-7FVTdKKw1gS6D5pyqxczqU,26 Måndagen den,,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1876
prot-1893--fk--35,26,i-N3x9USZr2xchisFdYKmZqD,Anstäldes jemli,,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1879
prot-1893--fk--35,26,i-9vCfRDyi7Za3n4s9H5qnAo,"Den, som vill, ",,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1884
prot-1893--fk--35,26,i-Xe2ZRrbbMKpxJq1Cjxdzvr,"Ja; Den, det ej",,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1889
prot-1893--fk--35,26,i-T35kRY1LRjLixmSvkUnJ97,"Vinner Nej, har",,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1892
prot-1893--fk--35,26,i-C7AEqf8rqMtS8Sp8NkpA1B,Vid omröstninge,,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1896
prot-1893--fk--35,26,i-V3rh9jQBXCMtqsGSo8Q1sX,Ja — 122; Nej —,,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1899
prot-1893--fk--35,26,i-BP2JVNh1oNyXEXM7LuwbVt,Sedan protokoll,,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1902
prot-1893--fk--35,26,i-7xiBwC17hd2dsL4XhPfWJB,Anstäldes jemli,,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1911
prot-1893--fk--35,26,i-Wcxpk8QFfFmpnxYLjxz2FR,"Den, som vill, ",,,,https://betalab.kb.se/prot-1893--fk--35/prot_1893__fk__35-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1893/prot-1893--fk--35.xml#L1916
prot-1894--ak--8,51,i-axkigSWddn8owurGp8tDK,Onsdagen den 21,,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4325
prot-1894--ak--8,51,i-F5oHUNCXgcSV1eQrLCrfdL,"För dem af oss,",,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4329
prot-1894--ak--8,51,i-EkmNmcg8hHxukGTWEarpQU,N:o 8.,,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4336
prot-1894--ak--8,51,i-CC9rn74uj4QenSH3GtWHig,Angående,,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4339
prot-1894--ak--8,51,i-QRs27H9Yk8k7ZwK9AzT65j,anslag till sve,,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4342
prot-1894--ak--8,51,i-YSaXdooa57S94Bdw3YVEnk,mosskultur-,,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4346
prot-1894--ak--8,51,i-CecCw8n9tjmzPVNr94ncaq,försöksverksamh,,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4351
prot-1894--ak--8,51,i-3d545AZZHeKoGbXBDJ33kD,de utmärkta res,,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4357
prot-1894--ak--8,51,i-2tMAi9LSkHmMW36kR9rHtr,Det första vilk,,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4366
prot-1894--ak--8,51,i-WkVQS6eJXGqme9a5mEQGb8,(Forts.),,,,https://betalab.kb.se/prot-1894--ak--8/prot_1894__ak__8-050.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--ak--8.xml#L4411
prot-1894--fk--15,5,i-GXqJsPMfcYuVx4i7oCucWU,Fredagen den 16,,,,https://betalab.kb.se/prot-1894--fk--15/prot_1894__fk__15-004.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--15.xml#L324
prot-1894--fk--15,5,i-GStUsp3CrRuU9KTYWaArjT,afseenden. Ur d,,,,https://betalab.kb.se/prot-1894--fk--15/prot_1894__fk__15-004.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--15.xml#L327
prot-1894--fk--15,5,i-dmkrsvu4xgPVXUBQvEMap,frågan. Ä,,,,https://betalab.kb.se/prot-1894--fk--15/prot_1894__fk__15-004.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--15.xml#L333
prot-1894--fk--15,5,i-Ssri2vxYrLm2kX9CdoxrmE,Nu säger utskot,,,,https://betalab.kb.se/prot-1894--fk--15/prot_1894__fk__15-004.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--15.xml#L337
prot-1894--fk--15,5,i-CTF3jJTpBPYwgvBpXBQR6n,Hvad angår besp,,,,https://betalab.kb.se/prot-1894--fk--15/prot_1894__fk__15-004.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--15.xml#L378
prot-1894--fk--35,9,i-5cEEwBxcAQYyNEns59SjPH,Onsdagen den 2 ,,,,https://betalab.kb.se/prot-1894--fk--35/prot_1894__fk__35-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--35.xml#L719
prot-1894--fk--35,9,i-XvPpdHmFRHjJJ2eF6BGX9f,visar jag en så,,,,https://betalab.kb.se/prot-1894--fk--35/prot_1894__fk__35-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--35.xml#L723
prot-1894--fk--35,9,i-X4nYVg6nDWkDMLQGu5ikmF,Man visste emel,,,,https://betalab.kb.se/prot-1894--fk--35/prot_1894__fk__35-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--35.xml#L770
prot-1894--fk--35,9,i-71uEU2LB8XLYaAYF4p8U7G,N:o 35.,,,,https://betalab.kb.se/prot-1894--fk--35/prot_1894__fk__35-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--35.xml#L780
prot-1894--fk--35,9,i-9LB4dJZVSrZ15tNy7Qp8EH,Om beskattninge,,,,https://betalab.kb.se/prot-1894--fk--35/prot_1894__fk__35-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1894/prot-1894--fk--35.xml#L783
prot-1895--ak--16,30,i-Gu9WwXeUeaqWizKrgYhT4K,N:o 16. 30 Onsd,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2473
prot-1895--ak--16,30,i-Dardk9pLjbNBumyB5vsdDf,Ang. anslag af ,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2476
prot-1895--ak--16,30,i-DyaHrukxb9shyT8rF9S933,till Ra som sku,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2480
prot-1895--ak--16,30,i-5mnJLmpRa7eF7zPdB4ieEY,elåhundvapen. D,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2484
prot-1895--ak--16,30,i-Uxb7dvSpraUqDgJbgFyvbd,"(Forts,) aflöni",,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2488
prot-1895--ak--16,30,i-Pb7K6WCbzFhrRhpcjHJ2ka,Med fäst afseen,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2493
prot-1895--ak--16,30,i-FvnQAdf2di4DoVfQP4A7HW,Detta i afseend,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2511
prot-1895--ak--16,30,i-Snq5soFGJ1mMQstuiUnK36,Beträffande res,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2515
prot-1895--ak--16,30,i-RvQcR2r77n3nxakeCJUnuf,Såsom vi nu haf,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2525
prot-1895--ak--16,30,i-86dKZftdUnzLDqCFHxUsak,Genom att bevil,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2533
prot-1895--ak--16,30,i-GDXJ7PNFhjSQUFToJiRjbX,Jag skall icke ,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2540
prot-1895--ak--16,30,i-4k8xsY8TbSrWydNBsLY6Vt,Herr Alsterluad,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2548
prot-1895--ak--16,30,i-MCt9NkNVC9yKHSBGEg5W4C,Som herrarne ve,,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2551
prot-1895--ak--16,30,i-EE1mynEMy5t8YoKR8TGnj6,"Utskottet har, ",,,,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--16.xml#L2558
prot-1895--ak--25,20,i-EFViU18JKjHqh1gERU4gZ4,N:o 25.,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1739
prot-1895--ak--25,20,i-5sLV3ASAzWn5M456rqeRmk,Om inrät-,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1743
prot-1895--ak--25,20,i-HEfcKL8parbfwwYmty683E,20 Måndagen den,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1747
prot-1895--ak--25,20,i-SQvhkaBi7T1Dfb9yEMGMfd,landen och då u,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1751
prot-1895--ak--25,20,i-Gb1FMR6iz8ZN8QhjPdTWXh,tande af nya ko,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1755
prot-1895--ak--25,20,i-CxFiXMMB9XEdhsH5c3xrWm,afdelningskonto,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1759
prot-1895--ak--25,20,i-4mtGxwvtPtjfC89S5fvKKd,(Forts.),,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1762
prot-1895--ak--25,20,i-7SuhTKzaehxTfA41KMKs6i,närvarande kunn,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1765
prot-1895--ak--25,20,i-Q9n6bqYrH2WWJ4uvJnJrVw,År 1894 afstyrk,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1770
prot-1895--ak--25,20,i-GikNUUm9eVCUAzMpZPvd6C,"Jag hemställer,",,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1786
prot-1895--ak--25,20,i-FuHdnL3n3bZvdn54BAa5Fo,Jag vill icke b,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1801
prot-1895--ak--25,20,i-2okAwhjzJeCWyuD1Pb8Bu1,Hvad Östergötla,,,,https://betalab.kb.se/prot-1895--ak--25/prot_1895__ak__25-019.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--25.xml#L1815
prot-1895--ak--7,24,i-7QK6S6q8EWsWzsont7WEZw,N:o 7.,,,,https://betalab.kb.se/prot-1895--ak--7/prot_1895__ak__7-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--7.xml#L1847
prot-1895--ak--7,24,i-VzYKdtMJfbDsuKtudJWQig,24 Onsdagen den,,,,https://betalab.kb.se/prot-1895--ak--7/prot_1895__ak__7-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--7.xml#L1850
prot-1895--ak--7,24,i-DXK6FUhCuQBzEwdnieC8uK,"Herr Ahrenberg,",,,,https://betalab.kb.se/prot-1895--ak--7/prot_1895__ak__7-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--7.xml#L1853
prot-1895--ak--7,24,i-Tp8humDAz7SWedChfW8KJ8,Jag kan icke an,,,,https://betalab.kb.se/prot-1895--ak--7/prot_1895__ak__7-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--7.xml#L1857
prot-1895--ak--7,24,i-51vSPFm5A6hZxCSMKhCphL,Att nu framstäl,,,,https://betalab.kb.se/prot-1895--ak--7/prot_1895__ak__7-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--7.xml#L1881
prot-1895--ak--7,24,i-Y5ozejD2gsKw9ciFXAt9L1,"Herr talman, ja",,,,https://betalab.kb.se/prot-1895--ak--7/prot_1895__ak__7-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--7.xml#L1901
prot-1895--ak--7,24,i-Q26FqckXZD58oEGj4gcX7q,Vidare anfördes,,,,https://betalab.kb.se/prot-1895--ak--7/prot_1895__ak__7-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--7.xml#L1908
prot-1895--ak--7,24,i-52DCGfEnFATeCDWyXhxDgd,"n:o 5, i anledn",,,,https://betalab.kb.se/prot-1895--ak--7/prot_1895__ak__7-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1895/prot-1895--ak--7.xml#L1912
prot-1896--ak--22,38,i-SAS7nmj4fkzYiJ8SwxHGV5,N:o 22.,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3296
prot-1896--ak--22,38,i-NioxCD1eYdRsqTgYPWWjCB,Ang. nyanskaffn,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3299
prot-1896--ak--22,38,i-NAKXnXm34r6mSe3YekFwQd,materiel.,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3303
prot-1896--ak--22,38,i-Ksn9Zj36WRZBJ7jYKFYVta,(Forts.),,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3307
prot-1896--ak--22,38,i-A7uHGJN11sEK9Y8XQVyDF2,38 Torsdagen de,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3310
prot-1896--ak--22,38,i-Xd4dcTgvEsSXfxRSmWnUd6,gänglig för någ,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3314
prot-1896--ak--22,38,i-9gkGscDZSZX3XwTkx9NuTj,Jag har velat b,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3322
prot-1896--ak--22,38,i-6dXHftwgwjDGYGq694vnCp,Herr Hedin:,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3329
prot-1896--ak--22,38,i-8rmijqgGn36QmuiaiKMu31,Chefen för sjöf,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3333
prot-1896--ak--22,38,i-LAqV6WXQ3RVSTe4GBy9iq4,Jag begärde eme,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3350
prot-1896--ak--22,38,i-UCAjedBdc82jUhBzNBkFx5,Statsministern ,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3356
prot-1896--ak--22,38,i-XcYQ4izoH6macsS7TueVGY,Herr Danielson:,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3374
prot-1896--ak--22,38,i-BVyyLCujtgGhwMctakfxRp,Jag begärde ord,,,,https://betalab.kb.se/prot-1896--ak--22/prot_1896__ak__22-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--22.xml#L3378
prot-1896--ak--30,29,i-T5fuyfzyvYcDdo8Vqoq2pL,Torsdagen den 1,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L2997
prot-1896--ak--30,29,i-BBYHNSmKERVgu799nZxn7C,förslag till fö,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3000
prot-1896--ak--30,29,i-T2YAh1cYsjVsND4XE9zH6p,äfvenledes utar,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3004
