protocol_id,elem_id,segmentation,comments,text,link,subset
prot-1932--ak--37,i-1CFVmck6qcs2Qu1kFGB8o,,,Herr talman! Naturligtvis är det en olägenhet att behöva med korta mellanrum ändra en förordning. Men det är väl i alla fall bättre att göra detta än att uraktlåta att hjälpa jordbrukarna i deras nuvarande nödläge. Att bringa sådan hjälp tycker jag är det väsentliga; det andra är en bisak.,https://betalab.kb.se/prot-1932--ak--37/prot_1932__ak__37-056.jp2/_view,prot-1932--ak
prot-1932--ak--53,i-1GP1jhn4HtP16p76jNbk4,,,"Vad slutligen beträffar det herr Per Albin Hansson hade att andraga och det där hotet om att han skulle sätta sig i spetsen för en kår, så vill jag säga det, att när den dagen kommer då herr Per Albin Hansson med sitt folk vänder sig till den ansvariga polismakten här i denna stad eller någon annan kommun och säger: Vi stå till edert förfogande för att upprätthålla ordningen tillsammans med den ordinarie polismakten, då har verkligen någonting hänt, som jag skall hälsa med glädje och tillfredsställelse. Det blir en annan anda, herr talman, mina herrar, än då de svenska fackföreningarna på ort efter ort rycka till sig det s. k. ansvaret för ordningens upprätthållande under en upprörd konflikt med den ordinarie polismakten.",https://betalab.kb.se/prot-1932--ak--53/prot_1932__ak__53-058.jp2/_view,prot-1932--ak
prot-1933--fk--45,i-136KTaRGVqpTyBeSQsv8Q,,,"nr 18, i anledning av dels Kungl. Maj:ts proposition nr 209 med förslag till förordning om erkända arbetslöshetskassor m. m., dels ock i ämnet väckta motioner;",https://betalab.kb.se/prot-1933--fk--45/prot_1933__fk__45-067.jp2/_view,prot-1933--fk
prot-1933--fk--25,i-1KZYNH12KrjiK6bqYtCHU,,,Vad utskottet i dessa utlåtanden hemställt bifölls.,https://betalab.kb.se/prot-1933--fk--25/prot_1933__fk__25-006.jp2/_view,prot-1933--fk
prot-1933--fk--32,i-1LMGLxbWjYeEc95RhEfyj,,,"Jag vädjar till alla dem, som ha varit så vänliga att höra på den föregående talaren, om de ändå inte liksom jag tycka, att han på vissa punkter har missförstått den gällande rätten och helt och hållet missförstått motionen och lagutskottets utlåtande. Ty vad är det frågan om här? Jo, först och främst är det inte alls tal om, att här kan riktas den anmärkningen mot utskottet, att det varit inkonsekvent. Det talades om vår ställning i föregående ärende, där vi visat allt för stor respekt för att låta ny lag rubba gällande rättsförhållanden. Men här är det ju inte alls fråga om något sådant. Var och en, som läst igenom detta utskottsutlåtande och denna motion, som är tämligen utför-",https://betalab.kb.se/prot-1933--fk--32/prot_1933__fk__32-008.jp2/_view,prot-1933--fk
prot-1933--ak--22,i-13aVkKLuD6hhzaY1mh1yK,,,fallen.,https://betalab.kb.se/prot-1933--ak--22/prot_1933__ak__22-066.jp2/_view,prot-1933--ak
prot-1933--ak--22,i-14m5SMAm8Jv9NqN9yA3Vb,,,"Ang. vissa anslag under fjärde huvudtiteln. (Forts.) slag på hela det föreslagna anslaget under denna huvudtitel, ber jag, herr talman, att få yrka avslag på den punkt, som nu är föredragen. Jag kom-",https://betalab.kb.se/prot-1933--ak--22/prot_1933__ak__22-080.jp2/_view,prot-1933--ak
prot-1933--ak--23,i-14peNyoA6u4e1FUCqpTcf,,,"Nu är ju skattelagstiftningen ett oerhört invecklat problem, men de här suveräna intelligenserna, Hagberg och Brädefors, knäcka de största och svåraste problem med en motivering på sex rader och en mer eller mindre förvirrad kläm. Det har framhållits från andra talares sida, hur uppenbart bristfällig motiveringen i herr Hagbergs motion är. Därutöver skall jag bara erinra om att skatteutjämningskommitténs betänkande numera föreligger färdigt och att betänkandet nu kommer att undergå ytterligare bearbetning, som väl småningom leder fram till en proposition i riksdagen, och sedan blir det väl fråga om att giva åt kommunerna ett solidare skatteunderlag än vad de för närvarande ha. När alla dessa saker, som alltså till en del redan äro utredda och till en del kräva ytterligare utredning, äro klara, få väl herrar Hagberg och Andersson i Stockholm och vi andra också, komma med de ändringsyrkanden, som vi vilja framställa i dessa frågor, ty man kan väl inte på nytt, sedan",https://betalab.kb.se/prot-1933--ak--23/prot_1933__ak__23-051.jp2/_view,prot-1933--ak
prot-1934--fk--17,i-14Dxmaigy11w75TCRen4F,,,Herr Wagnsson:,https://betalab.kb.se/prot-1934--fk--17/prot_1934__fk__17-047.jp2/_view,prot-1934--fk
prot-1934--fk--24,i-14odGR1e6HnoERGGqZMAn,,,"Det är tydligen en oviss punkt, men jag hoppas i alla fall, att lagen kommer att så framskjuta sakkunskapens betydelse, att den anses såsom en statens angelägenhet och icke såsom en angelägenhet, varmed parterna kunna bolla, allteftersom de ha råd att betala de ofta mycket dyrbara experterna. Från sådana synpunkter hälsar jag detta lagförslag som en ljusning för en kommande tid.",https://betalab.kb.se/prot-1934--fk--24/prot_1934__fk__24-053.jp2/_view,prot-1934--fk
prot-1934--fk--5,i-16MDKJWcGQMiiMHKHvVA8,,,"På gjord proposition bifölls ansökningen för den tid, det i åberopade läkarintyget omförmälda hindret varade.",https://betalab.kb.se/prot-1934--fk--5/prot_1934__fk__5-016.jp2/_view,prot-1934--fk
prot-1934--ak--42,i-112aGkcKsfhVtisz4LdMfd,,,Lördagen den 2 juni f. m. Nr 42. 41,https://betalab.kb.se/prot-1934--ak--42/prot_1934__ak__42-040.jp2/_view,prot-1934--ak
prot-1934--ak--26,i-12vZH4NZYwe7ZVgVHcLhg,,,68 Nr 26. Onsdagen den 18 april e. m.,https://betalab.kb.se/prot-1934--ak--26/prot_1934__ak__26-067.jp2/_view,prot-1934--ak
prot-1934--ak--44,i-16BPzxjx6jcHUdDqg6GN1,,,"När herr Lövgren talar om att det behövs driftskapital för att köpa på den öppna marknaden, ber jag att få fråga: huru mycket behövs i driftskapital? Det finns ingenting sagt om detta. När jag i mitt första anförande frågade, om det fanns skeppningsvalutor, som kunde täcka bolagets utgifter till februari månad, lyckades jag varken från herr statsrådet eller herr Lövgren få något svar därpå. Har man diskonterat på förhand eller finns det säkerheter till årets början? Det vore angenämt att av en person, som är initierad, få reda på detta. Herr Lövgren talade också om för kammaren och för talmannen, att det gjorts en värdering av sågverket och pappersmassefabriken, som slutade på 8,609,000 kronor. På vilka grunder är denna värdering baserad? Är den baserad på vad det skulle kosta bolaget att bygga upp det hela? Är den baserad på vad det skulle kosta, om bolaget skall förränta nedlagt kapital eller varpå är den baserad? Jag tror nog, att det kostar 8,609,000 kronor, men därmed är icke sagt, att det har det värdet, ty det kanske icke har något värde alls eller mycket obetydligt värde, om bolaget går med förlust. Att detta värde skulle täcka statens insats, är fullkomligt orimligt. Man skall inte underskatta vad kommerskollegium yttrat i ärendet, när man talar om denna sak. Om man säger, att vinsterna motsvara uppoffringarna, och att man fått in insatserna från staten genom inbesparande av utgifter för arbetslöshetshjälp, Ja, för allt i världen, herr talman, säg då ut det, att staten skall på det sättet hjälpa arbetslösheten i denna kommun med så och så många hundratusen eller kanske miljoner kronor om året. Då blir det ju rent och klart utsagt, så att staten vet vad den har att göra, så att man icke går i blindo och säger, att rörelsen uppehålles genom bidrag, som ersättas genom att bereda staten vissa indirekta förmåner. Låt staten veta, att staten skall betala så och så mycket i arbetslöshetshjälp genom att hålla verksamheten uppe.",https://betalab.kb.se/prot-1934--ak--44/prot_1934__ak__44-048.jp2/_view,prot-1934--ak
prot-1935--fk--28,i-1MdcwqwGHrkzDVgvnSzMk,,,"Herr talman, ärade kammarledamöter! Såsom motionär i denna fråga nödgas jag trots den sena timmen besvära kammaren med ett litet anförande. Att jag motionerat i frågan beror på att jag själv lärt och utövat detta yrke samt någon tid bedrivit det i egenskap av »småbagerimästare», som det heter på fackspråket. Jag har därför haft intresse för frågan alltsedan lagstiftningen kom till år 1919. Jag har följt dess behandling här i riksdagen, och vid varje tillfälle som den varit uppe har det stått klart för mig, att, såvitt jag kunnat förstå, en oriktighet begåtts genom att dessa s. k. familjebagerier fått en undantagsställning. Man säger här 1 utskottsbetänkandet, då man motiverar yrkandet om avslag å den av mig här i första kammaren framburna motionen:",https://betalab.kb.se/prot-1935--fk--28/prot_1935__fk__28-119.jp2/_view,prot-1935--fk
prot-1935--fk--35,i-1PgmvDdg41JTK53v6Wy4e,,,Punkten D 2. Utskottets hemställan bifölls.,https://betalab.kb.se/prot-1935--fk--35/prot_1935__fk__35-039.jp2/_view,prot-1935--fk
prot-1935--fk--23,i-1RrX3w4UtCD3hXjfShjnw,,,b) att herr Lindhagens motion I: 22 må anses besvarad med vad utskottet ovan anfört.»,https://betalab.kb.se/prot-1935--fk--23/prot_1935__fk__23-042.jp2/_view,prot-1935--fk
prot-1935--ak--12,i-11hBYEiFkow5Z4EYBUXQe,,,nr 497 av herr Danielsson m. fl.;,https://betalab.kb.se/prot-1935--ak--12/prot_1935__ak__12-001.jp2/_view,prot-1935--ak
prot-1935--ak--28,i-11kcYnT9LLPVy1uFj9FaP,,,"Rundradioverksamheten i vårt land är som vi alla veta av rätt så ungt datum. För omkring tio år sedan hade vi här i landet knappast mer än några tiotusental radioapparater, medan vi nu närma oss ett antal av 800,000. Sistnämnda siffra visar, att rundradioverksamheten uppskattas av stora delar av vårt folk. Säkerligen kommer rundradioverksamheten att vinna ännu mycket större anslutning än hittills varit fallet.",https://betalab.kb.se/prot-1935--ak--28/prot_1935__ak__28-038.jp2/_view,prot-1935--ak
prot-1935--ak--20,i-112Rc14ih1axtcf8MsJrgf,,,22 Nr 20. Onsdagen den 20 mars.,https://betalab.kb.se/prot-1935--ak--20/prot_1935__ak__20-021.jp2/_view,prot-1935--ak
prot-1936--fk--46,i-112DT1fri8YbwqbJrsS4rG,,,Ang. ändringar i förordningen om inkomstoch förmögenhetsskatt. (Forts.) man måste känna sig tveksam inför ett ståndpunktstagande i en fråga som denna.,https://betalab.kb.se/prot-1936--fk--46/prot_1936__fk__46-036.jp2/_view,prot-1936--fk
prot-1936--fk--4,i-16ZcEvnkPpAJk5RwW1Qyd,,,"nr 177, av herr Bergman m. fl., angående anslag till hjälpverksamhet bland Rysslandssvenskar;",https://betalab.kb.se/prot-1936--fk--4/prot_1936__fk__4-012.jp2/_view,prot-1936--fk
prot-1936--fk--37,i-18AdhcHjozUWVNfEVFkL8,,,"Är det icke tillräckligt att hänvisa till detta uttalande och avvakta det förslag, som Kungl. Maj:t på basis av de nämnda utredningarna kan komma att förelägga riksdagen?",https://betalab.kb.se/prot-1936--fk--37/prot_1936__fk__37-085.jp2/_view,prot-1936--fk
prot-1936--ak--21,i-19fT2AYki9Hg7iYriEnqc,,,b) godkänna i punkten intagen avlöningsstat för skolöverstyrelsen att tilllämpas tills vidare från och med budgetåret 1936/1937; samt,https://betalab.kb.se/prot-1936--ak--21/prot_1936__ak__21-080.jp2/_view,prot-1936--ak
prot-1936--ak--11,i-19m9shBYUJtDCMz1cATfL,,,"Jag vill dock erkänna, att motionens syfte är på visst sätt erkänd, eftersom man vill gå in för att utreda och åstadkomma ändring i lagen, som det så vackert heter, genom lönereglering.",https://betalab.kb.se/prot-1936--ak--11/prot_1936__ak__11-005.jp2/_view,prot-1936--ak
prot-1936--ak--23,i-1DZ8zFEFQGbjFKBQEvg6U,,,"nr 72, i anledning av Kungl. Maj:ts proposition angående befrielse för översten och sekundcehefen för Livregementet till häst greve W. A. Douglas och kaptenen vid kustartilleriet H. H. Victorin från viss betalningsskyldighet;",https://betalab.kb.se/prot-1936--ak--23/prot_1936__ak__23-021.jp2/_view,prot-1936--ak
prot-1937--fk--38,i-1144jGyXf9UUeCQpVo1Fa,,,"Samma problem var före till riksdagens behandling förra året, då jag motionerade om ett anslag av 115,000 kronor om året för forskning just beträffande flytande bränsle och även skogsprodukter i allmänhet. Frågan resulterade då endast i ett välvilligt uttalande från statsutskottet. En höjning vidtogs av ingenjörvetenskapsakademiens anslag med 30,000 kronor, vilket belopp enligt uppgift skulle utgå just för detta ändamål. TI enlighet med utskottets tydligt uttalade mening skulle dessa anslag ställas under bedömande av en sektion för skogsvetenskapliga frågor, som är inrättad vid ingenjörvetenskapsakademien.",https://betalab.kb.se/prot-1937--fk--38/prot_1937__fk__38-004.jp2/_view,prot-1937--fk
prot-1937--fk--35,i-12s5mT7JecFDLZLJmW144,,,Ang. lämpligare behandling av straffriförklarade. <iForts.) ock genom en centralisering av fångvårdens sinnessjukvård till en särskild anstalt och dess avskiljande från den allmänna sinnessjukvården.,https://betalab.kb.se/prot-1937--fk--35/prot_1937__fk__35-004.jp2/_view,prot-1937--fk
prot-1937--fk--20,i-1EpjUoiNW8y47RsdmJvZF,,,"Herr talman! Jag delar till fullo den uppfattning, som här kommit till uttryck dels i kommunikationsministerns anförande och dels i andre vice talmannens. Att nu införa nya dryga utgifter samtidigt som man ser, hur anslagen minskas, finner jag vara en orimlighet. Kan det tvärtom vidtagas några utgärder, som verka i återhållande riktning, tror jag man har anledning från myndigheternas sida att hälsa en sådan åtgärd med tillfredsställelse och icke tvärtom.",https://betalab.kb.se/prot-1937--fk--20/prot_1937__fk__20-053.jp2/_view,prot-1937--fk
prot-1937--ak--27,i-12hr4DMdsWkLpSiNLU1a4,,,"Herr talman! Herr Johnsson i Kalmar syntes vilja göra gällande, att jag misstolkat de stadgeparagrafer, som jag åberopade, och kanske också i någon mån försökte ånyo föra denna misstolkning till torgs. Han sade, att om någon agitation inte förts i frågan bland metallindustriarbetarförbundets medlemmar skulle utgången måhända blivit en anman. Ja, skulle det hela ha berott på den agitation, som fördes inom den organisationen, är det mycket möjligt, att utgången blivit den rakt motsatta till vad som åsyftades, ty herr Johnsson i Kalmar och förbundsledningen sparade inte på arbetet vid det tillfället utan reste land och rike runt till varenda organisation. Jag förmodar, att om man gick in för en anslutning till kassan, så försökte man inte misstolka vare sig stadga eller gällande ordning och bestämmelser, utan att man tvärtom försökte framställa dem i så gynnsam dager som möjligt för arbetarna för att dessa skulle acceptera dem. Trots denna agitation avslogs emellertid förslaget, och detta berodde väl på, att vederbörande läst bestämmelserna på det sätt, som de verkligen stå där, och utan att misstolka dem. Det skulle ju också förvåna mig i allra högsta grad, om en så stor procent av metallindustriarbetarförbundets medlemmar så till den grad skulle ha kunnat misstolkat vad som är föreskrivet i gällande stadgar och förordningar.",https://betalab.kb.se/prot-1937--ak--27/prot_1937__ak__27-033.jp2/_view,prot-1937--ak
prot-1937--ak--10,i-15vSk98AdT6wSBpgGAHNW,,,"Härefter lämnades på begäran ordet till herr Brädefors, som yttrade:",https://betalab.kb.se/prot-1937--ak--10/prot_1937__ak__10-007.jp2/_view,prot-1937--ak
prot-1937--ak--29,i-18b2h2EtCtAQjhFEagxbN,,,Herr Bergvall:,https://betalab.kb.se/prot-1937--ak--29/prot_1937__ak__29-044.jp2/_view,prot-1937--ak
prot-1938--fk--37,i-19bhDwF1bb9L3gLuhXQKW,,,"Nu hemställer utskottet om bifall till Kungl. Maj:ts förslag, som anvisar 44.400 kronor. Det är en ökning allenast på 5,700 kronor mot vad som tidigare utgått. Anslaget skall fördelas med 32,400 kronor till Hyltén-Cavallius” stiftelse för svensk folkminnesforskning och med 12,000 kronor till institutet för folkminnesforskning vid Göteborgs högskola. Ökningen faller uteslutande på de kostnader, som erfordras för bestridande av inflyttningen i stiftelsens av Lunds universitet tillhandahållna nya lokaler. Det är alltså engångskostnader.",https://betalab.kb.se/prot-1938--fk--37/prot_1938__fk__37-078.jp2/_view,prot-1938--fk
prot-1938--fk--31,i-19xqGfc22xFXW6mQL19qo,,,"nr 117, i anledning av väckt motion angående utredning om ersättning för olycksfall i arbete åt arbetaren hos statens arbetslöshetskommission S. K. E. Bergman;",https://betalab.kb.se/prot-1938--fk--31/prot_1938__fk__31-060.jp2/_view,prot-1938--fk
prot-1938--fk--38,i-1E1E3aTALeffQ5oZVwzkS,,,"Men skall man göra någon differentiering, tror jag. att herr von Heland är inne på den rätta vägen, då han helt bortser från Skåne. TI hela sin stort upplagda motion nämner han i själva verket intet om något som helst behov att ytterligare hjälpa skåningarna; på ett ställe talar han mera i förbigående om att de ha fått det så bra. Man kan ju säga, att detta rent formellt sett kanske kunde betraktas som en liten anmärkning mot herr von Helands motion. Men i övrigt angriper den ju detta stora problem från befolkningspolitisk, socialpolitisk synpunkt och så vidare, och jag har med tillfredsställelse läst hans behjärtade ord om de svårt ställda här i samhället, vare sig de äro jordbrukare eller köpare av jordbruksprodukter. Jag förlåter honom därför också, att han har glömt skåningarna och endast helt negativt sagt, att de ha det så bra. Jag hoppas i alla fall att han, när han lägger krigsberedskapssynpunkten på jordbruksproblemet, inte glömmer att vi inte endast behöva försvara Skåne norr om Hässleholm utan ända ned till Trelleborg, ty annars blir det litet knalt med utspisningen här i landet.",https://betalab.kb.se/prot-1938--fk--38/prot_1938__fk__38-025.jp2/_view,prot-1938--fk
prot-1938--ak--22,i-14T7WcQZydAfrgsgEze6K,,,"Jag skall naturligtvis inte yttra mig alls om de vägar, som skola anlitas 1 politiskt hänseende för att förverkliga detta önskemål. Jag böjer mig för de auktoritativa uttalanden, som här gjorts. Frågan om det lämpligaste tillvägagångssättet är en sak för sig — det är inte fördenskull jag uppträder. Men jag vill göra mig till tolk för den uppfattningen, att här bör det göras något och att det om möjligt bör göras snart. Jag tror, att om ifrån det allmännas sida en undersökning skulle göras rörande de icke yrkesutbildades frekvens 1 vår asociala värld, om vi toge reda på hur stor roll de icke yrkesutbildades grupp spelar i den verksamhet som åvilar barnavårdsnämnderna, skyddshemmen och domstolarna samt vilka svårigheter deras klienter bereda dem vid deras bemödanden att tillrättaföra dem genom intagande i skyddshem, dömande till tvångsuppfostran, till villkorlig dom, unzdomsfängelse, frihetsstraff etc., så skulle vi få en mycket skrämmande bild på alla dessa områden av vad det spelar för roll att människor i sin tidiga ungdom inte fått lära sig något ordentligt yrke och att man till följd därav alldeles givet har att räkna med ett mycket betydande orsakskomplex som hänför sig till denna brist, när det gäller de asociala tendenserna i vårt samhällsliv.",https://betalab.kb.se/prot-1938--ak--22/prot_1938__ak__22-055.jp2/_view,prot-1938--ak
prot-1938--ak--6,i-16BtsjknjVGbB6gnUY9hj,,,"fru Östlund m. fl., nr 208, angående beredande av ökad trygghet för hustru mot misshandel i hemmet;",https://betalab.kb.se/prot-1938--ak--6/prot_1938__ak__6-008.jp2/_view,prot-1938--ak
prot-1938--ak--38,i-16xjYUUsC9Fnbvb2ZzP6z,,,"Svar å interpellation. (Forts.) bra, att vi ändå gick över så småningom. Till och med herr Lithander, som ju är en vidsynt man och anser att vi böra anpassa oss något efter våra grannar, skulle säkert göra samma reflexion, även om han vistas i England en stor del av året med sin bil och tycker att det är bra att ha samma körregler där som i Sverige.",https://betalab.kb.se/prot-1938--ak--38/prot_1938__ak__38-027.jp2/_view,prot-1938--ak
prot-1939--fk--29,i-14kCD3qQrX5zCfRog5aVR,,,I samband härmed hade utskottet till behandling förehaft,https://betalab.kb.se/prot-1939--fk--29/prot_1939__fk__29-006.jp2/_view,prot-1939--fk
prot-1939--fk--36,i-17rQgv2US2YVLAuRVEZxq,,,"Jag vill fästa den ärade talarens uppmärksamhet på att när han nu patetiskt talar för barnvaccinationen har han ändå ett yrkande, som om det vinner kammarens bifall innebär att vi gå tillbaka till det tillstånd, som rakt inte är barnvaccinationens. Ty den ärade talaren vet mycket väl, att nuvarande bestämmelser medge möjlighet av en respit för barn upp till 9 års ålder innan vaccination behöver företagas. Var står herr Lindström med sin barnvaccination, när vi komma tillbaka till detta tillstånd? Var står han med sin lagrespekt när man ser, hur medicinska fakulteten i Lund gått så långt i kommersiella synpunkter, mina herrar, att den på fullt allvar — fastän man har svårt att hålla sig allvarlig när man läser det — föreslår ett allmänt licensförfarande, där man köper sig en licens för att slippa vaccinationen, ungefär som när man löser en radiolicens. Härmed har i själva verket pricken över i satts i det nuvarande systemet. Det nuvarande systemet bygger på att den, som har råd att vara lagbrytare, han får vara det. Den som inte har råd råkar illa ut. Ty vill herr Lindström dra konsekvensen av sin ståndpunkt att få obligationen respekterad, så nödgas han beträda förvandlingsstraffets väg, d. v. s. förvandla böterna till fängelse så att man inte köper sig fri såsom för tillfället är fallet. Men jag vill fråga min ärade vän om han är redo att dra denna slutsats. Är han redo att ställa mödrar och fäder i detta land inför risken av fängelse om de vägra att vara med om att vaccinera sina barn, förmodligen då, menar herr Lindström, vid en ålder som ligger under 2 år. Ty vi skola inte tala om småbarnsvaccination då det finnes en respittid upp till 9 år, då barnen redan äro inne i skolåldern. Det torde den ärade talaren vara överens med mig om.",https://betalab.kb.se/prot-1939--fk--36/prot_1939__fk__36-044.jp2/_view,prot-1939--fk
prot-1939-urtima-fk--28,i-1AG3hNjAfmiE3cQWUgpUk,,,"Lagförslag om tjänsteplikt m. m. (Forts.) naden, och jag har inom utskottet tillåtit mig att betvivla, att man kommer så värst långt med denna företrädesrätt. Den innebär i sak, att om det finns arbetsgivare på andra områden än dem, som ha företrädesrätt, skall man från samhällets sida utestänga dessa från att få arbetskraft, så länge vissa företag eller visst företag inte fått sitt behov av arbetskraft tillgodosett. Med tanke på de krafter, som finnas på arbetsmarknaden i vårt land, tror jag, att dessa bestämmelser, som kunna betecknas som skönhetsbestämmelser hos detta förslag, komma att rätt snart sättas ur funktion i praktiken, och det dröjer sedan inte länge, förrän vi måste tillgripa 16 $, d. v. s. allmän tjänsteplikt, för att råda bot på de svårigheter, som komma att föreligga. Jag har inte på denna punkt väckt någon motion, och jag skall inte framställa något annat yrkande än om bifall till Kungl. Maj:ts förslag, men jag har velat anföra dessa synpunkter, därför att jag tvivlar på möjligheten att genomföra vad man i denna del åsyftat i 8 S.",https://betalab.kb.se/prot-1939-urtima-fk--28/prot_1939_urtima_fk__28-012.jp2/_view,prot-1939--fk
prot-1939--ak--36,i-163WpRfguEE1V8wcqdeSj,,,"Den, det ej vill röstar",https://betalab.kb.se/prot-1939--ak--36/prot_1939__ak__36-056.jp2/_view,prot-1939--ak
prot-1939--ak--18,i-1BvfvRvKSL27QfeWppaNg,,,Häruti instämde herr Olsson i Staxäng.,https://betalab.kb.se/prot-1939--ak--18/prot_1939__ak__18-072.jp2/_view,prot-1939--ak
prot-1939-urtima-ak--7,i-1G49ktPvKiW3ZggRJo3ur,,,§ 7. Justerades protokollsutdrag.,https://betalab.kb.se/prot-1939-urtima-ak--7/prot_1939_urtima_ak__7-003.jp2/_view,prot-1939--ak
prot-1940--fk--31,i-11uc8pcVEPmf1STChL4E6,,,Lördagen den 25 maj 1940. Nr 31. 25,https://betalab.kb.se/prot-1940--fk--31/prot_1940__fk__31-024.jp2/_view,prot-1940--fk
prot-1940-urtima-fk--2,i-13Z5CNQGAovE9taNbQVRm,,,"Det räcker emellertid ej med att skaffa nya inkomster. Det är nödvändigt att även allvarligt överväga att göra besparingar på budgeten. I det avseendet har finansministern ej givit tillräckligt övertygande bevis på att sådan intensiv vilja och kraft utvecklats som läget ovillkorligen fordrar. Jag erinrar om att nedbringandet av statsutgifterna upprepade gånger varit på tal. I viss mån var detta fallet redan under lagtima riksdagen 1939, och i hög grad under urtima riksdagen 1939, varvid dock endast små resultat uppnåddes. Därvid förutsattes att man vid lagtima riksdagen 1940 skulle kunna nå fram till kraftiga utgiftsbeskärningar i budgeten, men även detta blev i stort sett en fullständig besvikelse. Nu stå vi här i begynnelsen av ett nytt budgetår med en budget som alltjämt bygger statsfinanserna på en till de ordinarie delarna väsentligen oförändrad utgiftsstandard. Det är på tiden att vi äntligen komma från ord till handling. Jag tror att många med mig säga sig att vi här stå inför ett stort statsfinansiellt kardinalproblem som måste med verklig kraft angripas. Finansministern har vid flera tillfällen uttalat sin beredvillighet, men av krafttag har ännu intet synts. Senast i slutet av lagtima riksdagen uttalades som svar på en interpellation att nu skulle åtgärder komma. Man har också i tidningarna sett att finansministern fått tillstånd att tillkalla sakkunniga för ändamålet, men man har däremot ännu efter en månads förlopp icke hört talas om att sådana sakkunniga utsetts. Här föreligger en försening av betänkligt slag, och jag hoppas att finansministern icke tar illa upp, att Jag i detta sammanhang kommit att tänka på statsministerns lilla sommarvikariat i kommunikationsdepartementet, där han på ett välbehövligt sätt gav en snabb impuls till rättandet av de betänkliga tågförseningar som förekommit på S. J. Jag vill inte vara elak, men man skulle önska något liknande även för finansdepartementets besparingsarbete. Den ena förseningen är icke bättre än den andra. I den mån möjlighet därtill förefinnes, måste vi begära att redan vid urtima riksdagen få förslag till nedskärningar av statens utgifter. Men under alla omständigheter måste höstens budgetarbete för 1941/42 års riksstat byggas på en mycket grundlig undersökning av möjligheten att bringa ned statens utgifter till en rimligare nivå, så att vi därigenom kunna få medel till det som nu är det främst nödvändiga, nämligen att trygga rikets säkerhet.",https://betalab.kb.se/prot-1940-urtima-fk--2/prot_1940_urtima_fk__2-007.jp2/_view,prot-1940--fk
prot-1940--fk--35,i-18FnJCJ2w2EdAaQRP6KVm,,,"I den nu framlagda propositionen åter håller Westman sin hjälpande hand över denna institution, som jag ju betraktar som en inrättning, som inte bör finnas i en demokratisk författning. Ty vad är utrikesnämnden? Den får icke väcka förslag, icke föra protokoll, den är också sekret på ett förkonstlat sätt. I det kommittébetänkande, som föregick nämndens tillkomst, står, att en ledamot måste vara varsam i att uttala sig om vad som förekommer inom nämnden, och det tillägges, att ingenting bör få yppas annat än för personer med politisk erfarenhet. Vad är det för rappakalja? I grundlagens text talas bara om synnerlig varsamhet.",https://betalab.kb.se/prot-1940--fk--35/prot_1940__fk__35-006.jp2/_view,prot-1940--fk
prot-1940--ak--31,i-15Ao3T6nHboVujWmh2hvT,,,Onsdagen den 15 maj 1940. Nr 31. 21,https://betalab.kb.se/prot-1940--ak--31/prot_1940__ak__31-020.jp2/_view,prot-1940--ak
prot-1940--ak--41,i-199ixhAtb7tsDDHZjFysc,,,"Herr Hedlund i Östersund, som för kort genmäle erhöll ordet, anförde:",https://betalab.kb.se/prot-1940--ak--41/prot_1940__ak__41-006.jp2/_view,prot-1940--ak
prot-1940-urtima-ak--9,i-1AG7rVuV5XXv1aZcPx5wS,,,"I detta sammanhang är även att nämna den verksamhet för att uppmuntra produktionen av svensk kortfilm med nationellt kulturell syftning, som med stöd av Kungl. Maj:ts beslut igångsatts från informationsstyrelsens sida. För att tillförsäkra sig sakkunskapens biträde i filmfrågor har styrelsen tillkallat ett »filmråd», som består av experter på detta område.",https://betalab.kb.se/prot-1940-urtima-ak--9/prot_1940_urtima_ak__9-009.jp2/_view,prot-1940--ak
prot-1941-höst-fk--48,i-14ybGx8x16rvMANANEaho,,,"Det kan icke med fog göras gällande, att olycksfrekvensen vid någon av försvarsväsendets grenar är oroväckande i förhållande till verksamhetens nuvarande omfattning. Visserligen är antalet olyckshändelser absolut taget stort. Relativt sett torde dock olycksfrekvensen icke kunna betraktas som osedvanlig. Det bör hållas i minnet, att knappast någonsin tillförne försvarsväsendet sysselsatt så stor personal som nu är fallet.",https://betalab.kb.se/prot-1941-höst-fk--48/prot_1941_höst_fk__48-003.jp2/_view,prot-1941--fk
prot-1941--fk--19,i-17UrQ3RSG7coVx1fkAbUo,,,Herr statsrådet Bagge:,https://betalab.kb.se/prot-1941--fk--19/prot_1941__fk__19-009.jp2/_view,prot-1941--fk
prot-1941--fk--17,i-1CLUqhYbbADPyBhsALEcv,,,"Herr Nilsson, Johan, i Malmö:",https://betalab.kb.se/prot-1941--fk--17/prot_1941__fk__17-022.jp2/_view,prot-1941--fk
