swerik_id,wiki_id
i-Pf4gypjM8ocbfUutLJqncW,Q4939376
i-QBjhdigjuYnc4dZSUCUByw,Q4939380
i-53KY3J6rUMztHFT2HWMr3x,Q4939382
i-7fFgo4WQw2AZD5MU9tkws7,Q4939797
i-3uaN5fvSUmBMXgqnzrb6Yb,Q4939801
i-Wiq5749k7owcARUynxZuX7,Q4939882
i-82FJELMx7YFRYjpsFj8aw9,Q4939904
i-13PgYkuYe6x5jwCDMxQFhz,Q4939940
i-Wc8BbEX41g19kGFrxayPxN,Q4940228
i-Mf3zjD1SVGBHTEHbp1Vz4A,Q4940303
i-FhvoeBduW7oVaiorj7G8jz,Q4940591
i-Nomzzr8hpB6hLK4nzs5RSL,Q4940657
i-JLXuQC8Bjt8suyRFj6kC3h,Q4940950
i-GZsGBZCKzYGAu8WDXso96v,Q4940994
i-KvKhrEa3hJDxAgEGxpLp41,Q4941068
i-LqLKSYqgPPCXT6xiy14Fyr,Q4941081
i-6nbWfYQYwqJtM2XLoDTFkR,Q4941267
i-UgG6CqxVABxx5Hq9mpcZ8M,Q4941329
i-9PPhUwAxV5oTXqnRWTfXhC,Q4941436
i-9CvkAU1JKjTkULuqucvebo,Q4941476
i-6kM68wZxXHDg8bWsDW7eih,Q4941539
i-Vx7eV6CLwK4q8nMYx4Sry4,Q4941553
i-UYbXcHDA5VJokmeb9XaR37,Q4941887
i-QQYotqFjTJA7EiQZc1Wmzs,Q4941925
i-9rzEiT5qs2rumTNiqr6kVD,Q4941985
i-AQbj7mREH2JZr8JyEH5jwF,Q4942003
i-FjV3Ag28Gv7zKm2HhsFrtm,Q4942028
i-34FRvyXQKUigF3Qr9AwKJe,Q4942281
i-GJLL78ePjJhSXVWBYyRW8t,Q4942378
i-WhkYyHkAQJinZzBj9xsEfU,Q4942814
i-P8q9oyKjWzPdBEfQeD8Vwa,Q4942986
i-NU3HPSXKRWGcdWfzmr5Vhd,Q4943175
i-9YGU9DsvbhLihhVNnvsKND,Q4943258
i-CWfiHdNSdGTUVN8YTsZNYc,Q4944024
i-RsJr1rsFNFbn3SapToHxbM,Q4944157
i-7SbYcm2aco17894PWFdmaD,Q4944211
i-WsL6SwK6LQaRZcU4RUxvKD,Q4944235
i-h1aVBzexdmWPt4dFvXiYA,Q4944305
i-TAQ95hRXzNuydoAADkaDJJ,Q4944811
i-7Gy2xwC7Jyimjy9QTKnQEf,Q4944866
i-SNtv8jZRB19Jr8oegj1mGK,Q4944871
i-GLV4P4jtfPZVZ95YSNxfBh,Q4944988
i-4jPQiceTyPeCoQEHWcWkhE,Q4945406
i-DJ8dGLyQXx8GQeiGkcBRiK,Q4945656
i-H6rrzni8wdNEWHUXz4FTEZ,Q4945703
i-L9ZSh2ArmookNvPoaXVgbB,Q4945706
i-UFTZBKNRWWLXUXAtcCcVfH,Q4945880
i-LLjWiS22XPrN8i4gfqMASx,Q4946028
i-F8qdE2eedz12PwFanq3ahv,Q4946072
i-YC9ASb3D4X3HArthruK9Yt,Q4946074
i-DXGYFK7qyjVCT7njRxj8GT,Q4946138
i-A8ft8hMHUcZDSE5fKdjGpq,Q4946153
i-3cLfVTHjxTNrH9Grf4J5np,Q4946184
i-9AVauGWoNZ6utf3kmZanbm,Q4946204
i-WHymNkDpzAR2nWtNFkNShs,Q4946359
i-2ymTc21Xu4T5EN7ZiCzTEX,Q4946369
i-13QQP8owbbh9DWwyjxnTSS,Q4946536
i-6oh2fmMy6eW4v5gtufrZdh,Q4946541
i-Lkg3MQXCDMYPsbxniPuAxt,Q4946778
i-Gtf31xqX5J4dcpnV6st3EJ,Q4946795
i-pSqD9LHdbNUrj3thRcKhS,Q4946821
i-7YbH6oTUwG4Qn94QEVE6as,Q4946932
i-DuTGLmUR63ryrWbdsEmZiX,Q4946953
i-rrg9t2XUkHE4iAjAykgpb,Q4946998
i-DfcqLG9Ux1Nu6mMoqrKYpQ,Q4947005
i-Ne213pHtAfpu4FeoLZ9c8T,Q4947009
i-8NfHDFVXcoFu1TRQN5CdnD,Q4947014
i-EwWj1hhTj77GkxX2Z7SW8V,Q4947061
i-8VktB9k3RQP3f855b5miQr,Q4947351
i-SftjZkfkccEWbWRMJEbd7c,Q4947360
i-A16XHDHnpsSEskwvgsUhaw,Q4947558
i-HsGsAzKWHQY5pjyAYNXAz7,Q4947860
i-P4eb32pJuMuR38f1bgmB9P,Q4947887
i-5BpKZwq8Nrrge7Ep1aDZB9,Q4948092
i-XReDscGERZf5yzSxFeceD3,Q4948276
i-RTjVKTrY9n8GMTJnqHungF,Q4948342
i-AvtuWmW4WHMDrctQKwDQuR,Q4948373
i-6ZF2Us4x7YRiu8c71xtsNW,Q4948395
i-ScvCtcnSdGicAoVz9woArg,Q4948540
i-MgqyLN2yypWAiyHpLmZGkg,Q4948688
i-C3fSSzQDuoh3kKasHW4AKa,Q4948766
i-Ct7W83fwgMLpB48uiYaBqi,Q4948778
i-5kCq5AaWoBgtDWjyW8fFRC,Q4948781
i-Hnc99qM2wSocQrZmyQoJhz,Q4948794
i-YReAj4T8PWK3QbxXgEneMx,Q4949005
i-7M6cUJxC6g2gyqHr59NnJQ,Q4949040
i-HuA2xXt8AknKvizfMoSFQt,Q4949277
i-GeNqvhUsb4jUqv5TQySc4z,Q4949319
i-5yQGUG9KVaAkkWFvYxB7V3,Q4949338
i-DthTyR9U9R8S6NVcPNcNQA,Q4949356
i-6vKru9GdDb8h4rKyAVyRvP,Q4949486
i-mxJ22KDE3cthH5PFLdLST,Q4949502
i-zC3ZtMw7pF7WxkXwbLkKZ,Q4949515
i-VUq3YNWZVencsKNxF2VzJ2,Q4949761
i-KFLLBh5CxVpZkUZaHy3pAz,Q4949792
i-MAjkY7TMfvfsiuE3eArFUA,Q4949860
i-KaSxq71cfsHXLTkod92hHL,Q4950012
i-CcBP7WNKRWLHe9TiVYkGbJ,Q4950085
i-5orH1EJN5hP5LGxnLXboj2,Q4950339
i-SS4MgL3HhkwCjKYAxgBPkd,Q4950718
i-4d51CJWhx39kVpCvcwxZq8,Q4951217
i-7yWf9kLFwMDdy6wya6Nk8Z,Q4951395
i-99apTmys3yg4ezCGCxtPbq,Q4951427
i-DJgH7q21vrKJDYHFpgpTiX,Q4951444
i-QBpQJ8nzJadauYpnxWcBWH,Q4951481
i-B25PXrQwRSEFXwvdsqCzFG,Q4951500
i-FXGWoBwKu8GNht8F4SqeQM,Q4951586
i-SJZr3KVaqohjfckH9Qag36,Q4951588
i-Sz7rcff6EWj8nfiGkZgE7m,Q4951698
i-GbKf21RVKnZ28RiqFydbVL,Q4951850
i-9xcMYrrML4AzXQ6jGcD6e2,Q4951904
i-BijAhigzcR1MHdRoo4YtH5,Q4951911
i-8mSRnxfYHK2ozt88boweNc,Q4951929
i-2BYSzJNcUPXMLvmLd6pE34,Q4951954
i-8DhDfSuG9HPSz3mtirXaSP,Q4952005
i-J94Ct1wVwpHWNRN9LatQ6F,Q4952016
i-3HxEFXDaBqsMwwWWabybdY,Q4952231
i-VQ8e4QWrW7Gvhr9MwK6fQ9,Q4952263
i-8Db8jR6saTELpLZLDGAjHE,Q4952297
i-9fu2RpDWsgfQkioDX57nD6,Q4952392
i-Pka4CXHW3YtrSzJvu8F17s,Q4952454
i-BLZcnT9Jmq3nLehYQPHH6Q,Q4952585
i-2TjHxpmGAa43Gvfd6Uf3nm,Q4952607
i-VN8XwZzCEwCzeU3auzzX7t,Q4952624
i-TpZYt1GVcqVji9XRcawvXB,Q4952898
i-NXVu1uSz88q8akfjPn7wos,Q4953078
i-3FEh1q844FM3qRDgqmfWSF,Q4953085
i-D6FoJiygfdxtz5puDj2NkN,Q4953217
i-PTF5wvZAe6S7xqLKP2h8kQ,Q4953319
i-UkRVDvbmgQTeC2YtiGZ7K5,Q4953330
i-WVDVacqrD8GDk6UYBX3VJ2,Q4953463
i-BoRLrCqi4prCw3N11EyJPF,Q4953475
i-7EqnaA8N82a8e94n92Ucda,Q4953552
i-RWdiyyAjRXWGXgwPkmQVQv,Q4953596
i-XZzUqSm2eD7EPMwfDLP3Q4,Q4953630
i-WTUJB2R5FNpHU89dXa4RTX,Q4953633
i-Fs28U5eoatRQgJWdacjnwo,Q4953741
i-5jwrBzpJ3kKsBsRMvCWs2N,Q4953847
i-4BuGmqCDdFhTh684p4tLzW,Q4953866
i-Hzpv79VYVitrVijqMDqEWe,Q4953880
i-4LKTA9z8sbBuJRYc3JmusK,Q4953894
i-LB9Tn6B1RXiAHZEWEK1hYC,Q4954312
i-3QJB8TPpzWzbukAybvx5SF,Q4954452
i-3dSCLMKUwKr5vhehzJtxSR,Q4954500
i-DNqTcsfB3EXVTxeGMdNa11,Q4954609
i-YTXBfJjB5F6hG8mLPo69DV,Q4954629
i-8MNvcPrNhVW2gd9o1fiYTU,Q4954776
i-WMe342VmhSUEsxF3H6xVaN,Q4955040
i-EcTyixp6xZjny5gSkGGShK,Q4955074
i-6yqy4MT1VQVAce5QKVqtmE,Q4955284
i-DkxF3Bp5G35ogbSbuNFExc,Q4955350
i-HBefMTHdym5gJ3a1vqK6pr,Q4955378
i-NbYfhm8ZWHtRw5CgJqJe42,Q4955456
i-WjgeYy5RFWngMB9NwFvFEY,Q4955459
i-T2HHh5Dnznvs9cz9kr2oG4,Q4955495
i-328U5PMXTxVANgAj6PLmnT,Q4955515
i-XxMRaKyWvbxm3uJmt8WBtZ,Q4955783
i-YAFJQStxQXdCtYPxFH9D9a,Q4955842
i-TVpY9zEquJ2jKT7pqxS85w,Q4955982
i-GQzX6vWx4U9VMh4ci9D9yF,Q4955985
i-7dNDXNPFFuVmomPV34bUL7,Q4956353
i-2Gu4ZGJPSHe5VzhGSDaUPk,Q4956391
i-8D1Xb5xvLE2YRWLnmb9hGW,Q4956643
i-UWLD5TVGMyVqBBWEHyJtqL,Q4956659
i-KCD2VhpJdc1azCNdSgfLQp,Q4956893
i-8kBfhXyjrBgUH1YAVjW1DD,Q4956917
i-Vphq1Qi611uoHeM3fp2TeA,Q4956953
i-8tpDmPvgnXjJkWGy9k68Ba,Q4956970
i-EeEQ2rKeN91p4z1e2rPUpR,Q4956996
i-X8h8DhaFnaqHz5Z9ujNuRe,Q4957018
i-FUSNFKTExLXiTZd91oF5JK,Q4957038
i-VJesCiRRrnNn2TLsiowtMi,Q4957065
i-XEodzHRJf2uetv7ApmFnoZ,Q4957073
i-UhKXyeGqJBzFW5wSyeoGMt,Q4957112
i-W4ZdT3cRpUqSBcZCGKXaji,Q4957198
i-AhdCawMp57HqtHN3W4jZsE,Q4957256
i-EP6GLnbcXJQENTaGnpm52Z,Q4957340
i-31gPpUoSm7zqzQckVmfPGy,Q4957371
i-S9emfaxXsmAywnkewYKSJ7,Q4957384
i-9d17c5JDYLzRHqmu4dmaug,Q4957539
i-DGcLR21cjcBjrD374xbmmM,Q4957570
i-KTfbcBQy9aF7Tt7TXaUH3v,Q4957618
i-NsEcawcPFxG7A1XTHfWDbD,Q4957699
i-AQXTwzTQEJiySickVRFT1U,Q4957716
i-7XaVWwbgeoETviEEx1ivHH,Q4958080
i-SA8UxFhjAuPobYWN8Y2Qep,Q4958102
i-GKFwXi5QctA2TJDtsbF47E,Q4958119
i-Vn4kgxWNxKqr8Gwg3smAW7,Q4958136
i-TifWqzmRuorK3zFDqAUZk8,Q4958167
i-GkGATynUsbQhroqVm6AkQW,Q4958180
i-LmthhHLPxzMMpEiXSys13u,Q4958187
i-JgEQ9rf7V1cPH88QqLs2uJ,Q4958448
i-5gDciWNY8uS6ZCgJjocSUN,Q4958729
i-3DDoYTCpo7HVFudY6xvwJu,Q4958735
i-Q6m2m8XkYZmRWGoWpX28Yp,Q4958997
i-AtvKBXC4FZbodCNyRko9RA,Q4959099
i-NxhWABYZtDAg5RbsxD7VBv,Q4959140
i-AKZYwn5gCDj23JtMGqjTaK,Q4959318
i-MewtapTSFPS47jDhDe5nqD,Q4959336
i-T1N6sKNpePNbDTu7HWaHbd,Q4959537
i-CrKFd8YrUoQVBgUYnwpDY7,Q4959880
i-P1efbUFx2TJLN3ZrfkaSuG,Q4959886
i-VFaAexqzCaq9JmKCfc1WJ9,Q4959972
i-2J3r8zwqpPMPgVzdyt5mXb,Q4960356
i-9CjDazXFvzcWCxA6Zkewr1,Q4960703
i-XXuTUfCrSzD7sKMdyYtEft,Q4960997
i-D6vkdCkFFijEpFQLD1bQDY,Q4961042
i-LQkHPw9HasEs3KVdtLozXh,Q4961080
i-TJXJRG7PGZM8NUN9QQ1EdE,Q4961125
i-NdZbCeRpyiTPZMpjifyckg,Q4961147
i-6NTN4wwYWdbe31hSoAzMRj,Q4961181
i-6LsHqox8MeZANsGwVPy5Sr,Q4961261
i-WG11xmCpAW9nyyXv1sJFAK,Q4961406
i-NTXLkayNLx1xKQsGQibNYd,Q4961647
i-sS6VZTVNkCN6AHvZNaaYb,Q4961658
i-7dXgNidaggTRBb3qPDta9j,Q4961902
i-CB2z8QUnc7dMfvd8PAWaX6,Q4962025
i-HrFkdZvTMMR7zA25xt1Lgw,Q4962152
i-WBbHNFdT1AL5ZXgeWJEYvS,Q4962158
i-DLt3BwBDVwBxqxVEki5m5B,Q4962191
i-7JiYVDnK37xg39yjTzjQ3r,Q4962326
i-Wg4JiBuxTz9fesArDXiMko,Q4962331
i-V94NXHxQRsQu6mMDHyZAxs,Q4962466
i-5sxzSZSUx9KLqvREcwz58f,Q4962481
i-BFoXCgys28ckfAVNL5WTAG,Q4962561
i-BAB7JTqwHUAHz87bdy5smY,Q4962650
i-74CJEAqhngZnN9BNvUUcff,Q4962663
i-RJ83sTtQ8c3R3VD4B55j8P,Q4962686
i-4pfVnS8LNwychZJ7RaUufZ,Q4962726
i-JYAQ6Eq1TrYaQRw5VoSbTH,Q4962758
i-TNGoE23iJfaY3bMVx88LYe,Q4962783
i-QYUrNyoHQyDH4vTwKcP6pk,Q4962846
i-PYvc2Ms52QaV2Vib4qJGzv,Q4962867
i-3QAhVH5wpKkQj8omxN4FJe,Q4962931
i-SJ42wRfKHNtRCpYVmj3n8G,Q4962937
i-T2MQwweEV4czixyLDV86HQ,Q4963023
i-PvJTHCyJiaxUeJhG5osdHg,Q4963034
i-3fAnC8TbAVjy9BhJnxfPUh,Q4963176
i-BG62CjWHzJPrnkPkGYJy9c,Q4963441
i-YLCb84oKoGK1m8cPa9cw3z,Q4963562
i-NT26jVmWSyHCVY7e5oWPHU,Q4963592
i-XFvxb4bptmZPzw7MdYbugi,Q4963832
i-Q5smfAWD9kCwe7tQviBPMn,Q4963953
i-NzHKC9iUGaf1xUAcp3VKCA,Q4963957
i-Hq4dd7mhmiAMGMTo4ZFmNN,Q4964010
i-YHqApeaQ2qh62FU7R5XWH6,Q4964018
i-LEF9adNrk7qkVwFKiiFpKT,Q4964077
i-H7qdW9GRQn7LaQ2UGGAvYC,Q4964100
i-8ruHc4FpAYBqKYdjiFPdAq,Q4964220
i-D7mgFwiCKxywz1E18YrEuZ,Q4964320
i-8kujzKNAxDYBBz7N5bgmjC,Q4964561
i-BiMpWamDCrtYZ5cYZ97cjT,Q4964567
i-MAohbgjULBda4ky5ZTSzv1,Q4964571
i-CavYjhVERLJM4FagRagnHa,Q4964665
i-3kAjBmVsLrV8XDTkSBhmB8,Q4964703
i-Evjo9hsKrPvb3KMyegAipb,Q4964936
i-Ha5uZXGHudhTidCuW8UjXN,Q4965523
i-8KGHHqnCbosJuiWXSVH5vU,Q496604
i-8743Lhyk8SSNk8Ne84jigz,Q4966043
i-KpoF1wWb4vZchJUXXg8UDL,Q4966432
i-L7Ay5GaFaMutWEX7utMv62,Q4967115
i-H5adqkd1GxXFzroXZN7LCf,Q4967237
i-Cj9FYr3Q5sLFjM9zvEVNNE,Q4967270
i-RH8FBHovy2SQuXkxVk1fLC,Q4967713
i-YKivreNQVFy7VnUJ68WVjV,Q4967716
i-TS1cfMCbC2M6YMwsFAgdXD,Q4967758
i-GmSFH9fmi5xjm5ydcN6R1m,Q4968703
i-LZdNGrmmJX4wroMwK6YEa3,Q4968706
i-GFsqpCacJRk8QEGuC29fYK,Q4968791
i-K9qLrytov5JcoAS1u8SHMm,Q4968944
i-QXiGidLhFr3yVPmDxRSa4h,Q4969234
i-XesC4j21qKcnKK92SiiQJG,Q4969533
i-FcSHwyiPoR4KQVGMkW2y5K,Q4969559
i-XNR1rnnKBMVQeMxhbj1afA,Q4969616
i-9A8V6t4pkLR2AKNxHphvV1,Q4969654
i-MkgihMrvhr73GhTBwUPErM,Q4969697
i-7XcUpFSWBvgw6GDjDCnK7T,Q4969705
i-6Gj8XRaEQFS7ovJnQb4Yb7,Q4969913
i-CHb5QD22TtN9sqpp7iBcmw,Q4969993
i-JyuoWkg9RUZd3XVSA6MfE6,Q4969998
i-P4bPUPyGmqoAqg292wWb7Z,Q4970006
i-LSGLGKPPdgKqe7pxwHn9sf,Q4970036
i-UqzvPHFEErHnSFsyUmhr5K,Q4970068
i-PeMj54xpJ7ARDpgP8iEYQ9,Q4970111
i-RmQiQUYohY7DDReEAFwwha,Q4970153
i-VKZW474BsmEPEmA9PXioqh,Q4970171
i-UX4D3JJdrTjFBf2zyfHx5t,Q4970175
i-TL5yPm2G87AhwVnNMTjvGb,Q4970253
i-9JsxBiraiBoy2MDeoaZACy,Q4970289
i-VRK4jvXteD5oQpqXgdmTs6,Q4970543
i-EjPMvKrvi7HdAPnB25iKv8,Q4970595
i-3YBav2r8YXZiNoQkfb1bUy,Q4970650
i-TBWJgK7R6pzsE6Ap5PiEb4,Q4970689
i-9YKB8rsGppqRutMkVzzGbk,Q4970743
i-B4nu9XszBXgUbk8rfByBoJ,Q4970788
i-Kq6321yUUD3LQFQUTU9g2v,Q4970890
i-du5LHNwBWrCH1am94GCk1,Q4970993
i-Qt7m5mKraSZasEsd9LAd8A,Q4971046
i-4UgQ2nJDsz9iU1xxKcTpmu,Q4971112
i-2H8FgkqFXcNpmFeBm6LxiU,Q4971133
i-6MWLY5JdykMGLLUo96skfp,Q4971169
i-Sn3HArFcXWQDenVvrpFSQe,Q4971176
i-5pt7V9L88gFuC3UA5MjoNb,Q4971184
i-KawwYRbfNooyPngtdSHu1B,Q4971355
i-998zuvZXsvbXuA7m2RRgZk,Q4971402
i-LgwL3h3Wb698c2z8QDDaab,Q4971412
i-9BhJo8qQot8sFJg6YMJxQP,Q4971428
i-D6WhYz3CQwyb2zimKjUUEk,Q4971432
i-5ADnTy4U6jT3a56U74ZwYA,Q4971459
i-DKVEwjAedaaDyvZjYRUhUM,Q4971571
i-DXYijt8wprzTgm7zCTJYc3,Q4971741
i-9q7rZgxi59wWj9sHREqvJT,Q4971770
i-SGS2vwReXFRqWxhxh3MNmH,Q4971799
i-6QRx949PBJjaHhLd5Kfks8,Q4972450
i-VUfkQP7FTMi7Qt8qwMUnmW,Q4972478
i-GGmRxJER6QaBgxG9DmW9Z9,Q4972485
i-3FUZpwdM2vfsfx1xv9BrMk,Q4972535
i-W2BEDRyCnS9HdVWfSB1gKA,Q4972552
i-KMkjq6aPLpCmnKrqAhMcju,Q4972558
i-N1qw8jfKGpQHZKgF3gs76j,Q4972566
i-uX5Zz8LcvPUw4Ta1Mi8zq,Q4972614
i-P2Qeo7VM9UV2RSExyEhtHW,Q4972634
i-BaBRFz7sgjhbuqYiz8u7vt,Q4972645
i-KSySmSPpyTkiDXq9fC8Mav,Q4972727
i-DsA7JDV9XexiB7YxfnpCm5,Q4972780
i-6kLJbGLpwB9hYxDrVrkcqF,Q4972961
i-K75KrtPmbiw4k8rrgLDHse,Q4973078
i-FaHZVPWVR2eB2WbWdES1dK,Q4973156
i-9Kt7koTgzUZUA9ovNXYdWj,Q4973390
i-WJM6edqhGfBK1ijhNxfgoj,Q4973700
i-BTT4KmhANXmGX5MoaLfFg9,Q4973713
i-XScHuZhUG7vGfDLenjxRiL,Q4973765
i-5r72Vo5aBZ5juiNsmkDcKY,Q4974051
i-HpykFSDEKjFd3AQrjBW2xc,Q4974444
i-MtQDAwnav9eHyeftxbQLvf,Q4974484
i-WpjsWa4r6SKeBSx3ciGzMm,Q4974516
i-UhzCkFKqHHheZQRgcWU185,Q4974518
i-ThKEbtisjQC42YuwWwUDp4,Q4974616
i-AmkEPQHyLbWFNYdCQzmzAu,Q4974920
i-7bVJrdq6aYHwRs2v1CaYac,Q4975004
i-yK38BEJnELUH8aVLdVNbu,Q4975009
i-7ds99BkmLPWLP4KGmbRfzB,Q4975172
i-Wr6k6wHqCSCVpf8wAP1AEe,Q4975354
i-4gJD3wvG65B2mBmBKhbQrx,Q4975451
i-AFto3gTmjTfTgomtq31hLZ,Q4975481
i-N4rvx7AGKxwhx5XDdagQzk,Q4975541
i-8c1C5bEvTS8VDh1RnCxgdt,Q4975858
i-43NmWWYd8vEgZrkoXWWCXx,Q4975896
i-C44sMEE9ocAndjedeN9fLp,Q4975999
i-9Y4xyA9x1QxKAxWcTDiJ57,Q4976132
i-WtVUiHZh5LgiVdShZaxhhB,Q4976146
i-7Uv5b4af4nUb3NuFk7J8yJ,Q4976340
i-2xzcr3nLPgka3s5j7pZ98N,Q4976383
i-8xwhJr3GiQ8oGuymkLFyKR,Q4976504
i-VKBXGHy4KWJbExz3QgCuVy,Q4976518
i-NAZHDwfGffE63ZZmJW4qqn,Q4976716
i-8upA7fUmJDG9eshM6xjAMc,Q4976788
i-Xp7Lb6LFMsea6MXjNEh5iE,Q4976818
i-NvxzaU2RSok83zCskNAuhg,Q4976825
i-47EbHMBdG9anwMPXZkvYMM,Q4976856
i-VKXzxzGL4odZKUrPZiAZG,Q4976914
i-Q8GqdC3JjTLrmBKfpHpnPQ,Q4976961
i-T3gdjsEDM8Rwzy9YJpgufQ,Q4977750
i-YU8i88S8eJQ5ZYdJzkoGef,Q4977972
i-UZpAniCE42cpZge5cS4HJ3,Q4978575
i-EKAdp351JQgZiMQXg875jB,Q4978577
i-QU3eKDJoYUByDEumpZQVQg,Q4978983
i-EaZnKH6pxHCkXzigK6A5oV,Q4979011
i-L3iNw59nj9Chdc5fzyeevY,Q4979018
i-LZLGMvsP9XTxkbY9UQvvVo,Q4979095
i-MUiNDqW5Ev9My8aekLct9L,Q4979119
i-DMGKRcZKJjLDnd1Mozdje8,Q4979216
i-GN2jVbnWZ4paSMz4G7gSPo,Q4979909
i-VGuxFg9SBivesgRyVWVWkd,Q4979996
i-WPR4RjRuRNut7Kd9a42sbP,Q4980053
i-AeygsPpZHRw5TndXwnCHQm,Q4980077
i-J6iNc7etmFsvBgThMM5STy,Q4980135
i-F4NNPD3ks862FRzkUn5FVs,Q4980249
i-AQAc7L3yWtMcgD3r6CxRHG,Q4980261
i-PuoXETeuSrcAZQiyDU6dU7,Q4980271
i-D33H5dL4TMdTn9ZXMMYEbb,Q4980351
i-5kLPqJYKuXdEi7mU2QqyGZ,Q4980571
i-9VQB2AJUahVE6YUpda5FKN,Q4980750
i-HMf3KYjw3nvgVVjUa7gnGs,Q4980790
i-Xt8b1sdN9ngjPgtxjLqvKu,Q4981100
i-N7WL5aLLwEPfYa71gsUxQx,Q4981208
i-7SJK192EL4VbjkLD12Xg8y,Q4981243
i-V1TeofrvsayeB1A8AwjNWW,Q4981268
i-84DiaFjYsBoBUQnKJiSte9,Q4981393
i-6Y7QyEzZ7gFrVaMjjyMzXk,Q4981396
i-Dhr3fepGLYhSnsGQouLwQy,Q4981411
i-TZaZ7YLtAHDyTh6aHknPJ2,Q4981435
i-5QNmudGpnjjRJCTYzakn9H,Q4981479
i-Ry79up6brcPYr8wj2XgxHz,Q4981510
i-VXkZessNxc9eyPfvwLgWcK,Q4981523
i-WNQjonEedV2Rp2cFjh9hxr,Q4981537
i-SwCG7qehtiZEoxQcEgSRCW,Q4981553
i-UcWQ1kahuDDDAVPWeSNvC7,Q4981619
i-B4hV7rgBZqLtXzSvZhQHbo,Q4981668
i-Dz8mLcsGo2h4KeNmgJ6ccT,Q4981674
i-L3t2URPAv9iLWgdCvbz7Uv,Q4981700
i-PgfrE9pakWspkNp9dr9ejT,Q4981717
i-E8RYUg1BkEEkAtUt2AhVzP,Q4981874
i-PrmdUu6feMnTN6Rrku6MsP,Q4981914
i-KJyvTwrgDxi4yMYySF1bec,Q4981918
i-YRKzumu98EJ9qr7dFa9bYW,Q4981979
i-LGuxQcep33nPWKPbzHtqsR,Q4982318
i-LTkvffvSGHR2x1MzTuvQom,Q4982361
i-Ev13DrJjHbo85jEmQ5EPLM,Q4982413
i-5CGPntyQKYyZVCsCYHPNrm,Q4982419
i-4XjgirbqceZQdnz2JX6DGB,Q4982620
i-GCXDiYHk8XQHSVvqFgbEFv,Q4982683
i-WL93S7zUfGRJ7yjw2ZH5if,Q4982713
i-5RXF8FM8dgyoYaYsU1SfyY,Q4982739
i-TX8UjKrUpUeZgE2dqKJCFc,Q4982742
i-8NVnXijLsBUcHyq6syxnDP,Q4982770
i-SD9pkoqRT5Wh44pQmYMCqD,Q4982841
i-FdoD219QSnSV59bQLxhamx,Q4982902
i-4htYS85JpBwxyYZ32aVtBc,Q4982955
i-AuM8Jq8UoCNghqcoEjsqU9,Q4983117
i-HirDSuaNh1pk4vs8vgCUPq,Q4983135
i-EgXqeVnPhVAxu5tLpK9F8M,Q4983517
i-3sPbyicZy7gfbq8RdVTQMb,Q4984124
i-EqeRzbHurAEKvyxtQDBHJQ,Q4984496
i-UxF6YPMa1QYLSYfvvpZpWu,Q4984508
i-MhLmphfscCcfwbn7bhDRFx,Q4984603
i-TMBKCxFj2h6LkEEpYodyut,Q4984640
i-AEuL1tZkLG8yisHEPTUMjg,Q4984675
i-Dt448JefoURo4sEMRH39aM,Q4984712
i-SarBm3kgakASnaHyEe9Rba,Q4984930
i-MvtueCqXEtMA1qymmmnHWQ,Q4987091
i-F4Pzs4iARRvqG686ESA9J,Q4987638
i-A2jgxgPRi11BxUsPb2uNmM,Q4987718
i-Ds7sSTFH4EAscvdepjuZf3,Q4987905
i-2SnUjYd3qzUQVBobN3u1Yc,Q4987958
i-MCKLqN6XeWUwSHj6Js4X4Y,Q4988425
i-GNWd5uE9fySggzZr5teCwt,Q4988501
i-JosdyCnxiZJQ4CCRnbiz7N,Q4988619
i-TAg67EwgyQD176VhTnDhWg,Q4988676
i-9P5NZaksQybZxn8tBxUxvh,Q4988712
i-APELvxGf3JYiSTi4k8E9SN,Q4988873
i-KqGQVMEanbLD27992WZkPH,Q4989071
i-MRoARQLVygJYbBWvcAjNcB,Q4989123
i-YEdxJPN8cJMwnqfd9tHmTD,Q4989135
i-5Eq8EMsaTFyzYQzP7AM1mR,Q4989351
i-85VtituoXaBtWGEYWBeNQ8,Q4989365
i-LLQuN9rFusbbsCKJJKU9pu,Q4989373
i-6Tm6CkqvW55XWkdqUgBH82,Q4989481
i-Y3UHBFKZGSVLwKDxeacG7e,Q4989732
i-FWydL5N493XBW1LnZgZjCH,Q4989817
i-VwrMtDR2d6XZNzousqaPto,Q4990062
i-75bBbpHe89LN2m6ZuVzDBd,Q4990079
i-991obiMTz36s9V7z3YpuZk,Q4990084
i-ASHgRusN9GoHAH8eioxicP,Q4990089
i-KHwyNd4PtTDS74vUs9zWKS,Q4990128
i-316hzMDj6JzHA4r8GYm381,Q4990136
i-CHSiUzWc5r6kp8ToWv26VG,Q4990144
i-SmbnHJ9tXdNobrBTAxWhhc,Q4990153
i-Sfad9F8X5B5BVimWRiFKes,Q4990157
i-WHEJ8ymFxv9uo3uasyct2e,Q4990159
i-6YGrvC8QGLmG72F7pMyr76,Q4990161
i-GHJFXr2ZNHXyYHmiA5HJ7X,Q4990164
i-Ws7TTEJpudwigKX5RjyhR4,Q4990177
i-CakSt71sHecUuCwQm5ALoP,Q4990210
i-TvPyEtuwNMQMGBtdEqsZRN,Q4990215
i-3J7gReC5w7NtoncLZdAwSc,Q4990227
