"protocol_id","elem_id","segmentation","comments"
"prot-1972--134","i-11pEv4FwXHtDSoe9z8Bm7","",""
"prot-1973--33","i-115pYgSkHZXSX7bDwPhy3","",""
"prot-1973--143","i-1127hQWbMC32HzGybXuAei","",""
"prot-1973--125","i-15sD55ZjSMuSB5urUFU8P","",""
"prot-1974--91","i-11qJ8XgPrGsyVRFuazt99","",""
"prot-1974--139","i-112XaQn4YYQmgAS4ASZz8c","",""
"prot-1974--61","i-112cWAQzh9rnoighepemuh","",""
"prot-197576--13","i-112Y9zFHAbieqVpzv74pkv","",""
"prot-1975--93","i-13S79qYXjzUKPkMnZPPkL","",""
"prot-197576--35","i-13jZ9aAuC93mdoyPTfDT8","",""
"prot-197677--84","i-19X6McoNiJPm7NQkHSCgB","",""
"prot-197677--28","i-1H5Sez2XnPdKHgCDgXckx","",""
"prot-197677--84","i-1QhEVL7nGFMCjaCPsuh2z","",""
"prot-197778--51","i-131UwRcVqpWwBgdQ1Mj9Q","",""
"prot-197778--46","i-13rxHs64zSXiyt1Ng1k91","",""
"prot-197778--29","i-15GBCgPpkUc6Fm7ABq22a","",""
"prot-197879--33","i-1B8DnkDjBXsm8GeXWb7Jx","",""
"prot-197879--40","i-1EzY3DSvBLAP5vzsG3h65","",""
"prot-197879--23","i-1JXmrq8sSPcZpUWFa2P3x","",""
"prot-197980--47","i-11g9V5ouFMbi8iecfFKcx","",""
"prot-197980--49","i-14RfyvVTvvMKCfr6eZcfv","",""
"prot-197980--19","i-161hnAJBJNESePyaPto5g","",""
"prot-198081--23","i-14L9F3D5kxJPpDf5ger6V","",""
"prot-198081--39","i-15FQZQyiHyB7PwALBp2aj","",""
"prot-198081--34","i-177Gyw4cp7eMha7A1Zo1X","",""
"prot-198182--34","i-11DJeggLhcLLMpiYHqD2c","",""
"prot-198182--8","i-13skFQA8ufW91GMvRfBVw","",""
"prot-198182--53","i-14WQQCDbzyy4LdJi4S4d2","",""
"prot-198283--24","i-11BTwNsndrdac6T3XEyvf","",""
"prot-198283--21","i-16KJ6HUov6FTw48ebNTo7","",""
"prot-198283--43","i-17NANYrGUDE2U4BWkpDYj","",""
"prot-198384--9","i-113WQJMd9c3YphDRT6vCg","",""
"prot-198384--51","i-16h7iXTFHfaMqgccwRkgF","",""
"prot-198384--18","i-17GF7zSnG1RbdQABSWZjN","",""
"prot-198485--27","i-11a9fPvKorZhHRkLUaSNz","",""
"prot-198485--49","i-136eX8gHmSL3a1ZswzdGs","",""
"prot-198485--38","i-13v44kLsT433Y6v3rHFoT","",""
"prot-198586--21","i-11JXZU6w9BecaRQpNt8rH","",""
"prot-198586--43","i-1123i6P9yYrBBkdjaDFioe","",""
"prot-198586--53","i-13YrXUEGss9HuqGsSHd9y","",""
"prot-198687--29","i-14AKCpB5EwzViG3sJQJpY","",""
"prot-198687--12","i-18tj7hGHczAy7mTq1FbBG","",""
"prot-198687--14","i-1AMtB2C32mEZTC1A1exPB","",""
"prot-198788--21","i-1127bGUoGtyfwEFHcEjNUP","",""
"prot-198788--31","i-18TjbvPzwW5NHiYeBs6Mu","",""
"prot-198788--46","i-1FqTHF3uZNenbac4MQUbq","",""
"prot-198889--4","i-112AKZNxQs41vmDCcZtgc3","",""
"prot-198889--29","i-1391fvoNZkHDXPipBmgBQ","",""
"prot-198889--40","i-15h52eAVLRe8uWKcb7DhJ","",""
"prot-198990--59","i-11mqzHStAgnUX9yQpwDKq","",""
"prot-198990--16","i-11xvDDwR2qsv3rnYNUEb7","",""
"prot-198990--43","i-14drRUagHwq4SfBbSyGbn","",""
"prot-199091--7","i-112XvKBydRimfs9dpAmcqA","",""
"prot-199091--33","i-14FTCojEBDx4WcNkr77nW","",""
"prot-199091--8","i-15ZWLdNza8e5x3LQRfmkU","",""
"prot-199192--25","i-11LZi6AZxyRvqfzEwDzN5","",""
"prot-199192--12","i-15Y8tTi9V3zgXR9Ai1rjj","",""
"prot-199192--28","i-16ermC1XNdDHpNMd8Mgg8","",""
"prot-199293--25","i-112PEq2r78iVtgXFSahHnD","",""
"prot-199293--42","i-145FYZLfxomyFKTkiL1Lh","",""
"prot-199293--26","i-145YtKeSz3CFBAVQe3dff","",""
"prot-199394--45","i-1123ghQSrGgPAZNWLiCEuM","",""
"prot-199394--40","i-18FbbNjHNvEVfoWLFMKb7","",""
"prot-199394--8","i-1B1FowJTTby9KcTsNvuv8","",""
"prot-199495--42","i-13VhapnKPnPiXTe5vRXfV","",""
"prot-199495--42","i-17UepKV7KkKBhzbXQgXyL","",""
"prot-199495--27","i-1CK8vpCzrZ84LKsXBshrZ","",""
"prot-199596--17","i-12stk69BvzEtYcTf7tpW1","",""
"prot-199596--41","i-13WRyhwqPFZ596KcSZG33","",""
"prot-199596--23","i-14vQYVWUjwQETVV7bDVcw","",""
"prot-199697--32","i-13scbegd1SvWDdeiZV7Gy","",""
"prot-199697--38","i-149sHDPA5U2tNCZ1ZU9pA","",""
"prot-199697--5","i-14BkryGEiDifd4sHuL3yr","",""
"prot-199798--38","i-12qi2dmcNRtXDbUQdfvxi","",""
"prot-199798--30","i-17Fnyfk9TG8qzT2fCYDCY","",""
"prot-199798--30","i-18yUvsSojV12qXBrhweNa","",""
"prot-199899--33","i-112QxugK71Hr7wpiy1s3UE","",""
"prot-199899--32","i-17vkJsioGciTd9zszLJBb","",""
"prot-199899--27","i-18sxTmkUpbC2esCk5rKhp","",""
"prot-19992000--40","i-136KnqzB9ohgvvPCpGxi9","",""
"prot-19992000--39","i-14LWLCH7Sg8n9syHMGRGb","",""
"prot-19992000--24","i-188EFPbqvChpZwPsHf5vB","",""
"prot-200001--41","i-116wywPRn8SwFgGSxc949","",""
"prot-200001--8","i-11DvQ6d1yeK1vHGRJqmyF","",""
"prot-200001--9","i-13PUYJkgsun5aG5zutTMB","",""
"prot-200102--37","i-117GzoEY2vZvqahWrXybh","",""
"prot-200102--40","i-17H4Ywik3RWo2tA2TGF2L","",""
"prot-200102--45","i-1869viKiS179WgDk1rLu6","",""
"prot-200203--38","i-1121RBDdPaz7k8RjBJqnEV","",""
"prot-200203--13","i-13F1wEY9sLYVrTkvSMrbH","",""
"prot-200203--39","i-13ioUFomBpkaoUxF4GZ9f","",""
"prot-200304--51","i-11zEswiHVbfdmevqLNoRs","",""
"prot-200304--16","i-1BiYQzzU493pihQEsgZXt","",""
"prot-200304--45","i-1DcGYUYQcjWSLqzJ9XQtu","",""
"prot-200405--46","i-11LCJKHjQToJxfJVn396g","",""
"prot-200405--46","i-17rL4ccWiK8kYESq6KstU","",""
"prot-200405--22","i-18e2jS1w2tdHXmoho2QhM","",""
"prot-200506--13","i-15zQ3JmjyeeVsUcFXUY3R","",""
"prot-200506--10","i-16VUssZN9oCJq5yKh1HTa","",""
"prot-200506--52","i-17E1RdCDAqCX57Xf1A87V","",""
"prot-200607--37","i-112Kb9k2QsNUapSfP2aGev","",""
"prot-200607--18","i-17KjHHhtftem1ecqVyD4D","",""
"prot-200607--44","i-18MfUAZavq5kmFz38hHFr","",""
"prot-200708--15","i-112BAKSaGiiiLrJ4MFA1mY","",""
"prot-200708--12","i-12mFe9kiU8FxGgZVU4Fmc","",""
"prot-200708--5","i-16ZbFVZrf2noibeSF1i81","",""
"prot-200809--53","i-11VCsqJE5MS4aiJnEuqim","",""
"prot-200809--12","i-1123FCDKtuytzbjsL2dgPp","",""
"prot-200809--13","i-19reWGnQDi7hAW4wQQty7","",""
"prot-200910--43","i-147j36qwN9r5KU4WbSyEj","",""
"prot-200910--51","i-164GiGh8d3Bm7ciVhAn8W","",""
"prot-200910--51","i-19HzZ4wJfwrV63kWH7TfX","",""
"prot-201011--35","i-16saoUtXqZBDxZ4mN9Xow","",""
"prot-201011--34","i-1ENPfxa4nTuD4T3CkYugz","",""
"prot-201011--37","i-1NgEriKu6JtGt3C2eQ4qZ","",""
"prot-201112--34","i-11viwa1vNRw32Xxgu9G3w","",""
"prot-201112--48","i-112Z5Aa1VfQ6nuyCqGAYXX","",""
"prot-201112--22","i-1546bL4y7WHG2PTcityFu","",""
"prot-201213--37","i-13ghAgwAFMCjsRePAoqVz","",""
"prot-201213--39","i-15zQtGwiR8vq4uLgokADx","",""
"prot-201213--47","i-17TpRFQp45zHTGjYrcsME","",""
"prot-201314--23","i-112G9kQCVjRQBA2p3Wmbm2","u",""
"prot-201314--39","i-13E5ewVVW1sorw6c3YNiS","u",""
"prot-201314--38","i-13w78Nc83NNMRs3wuXm1b","u",""
"prot-201415--28","i-12dbEAYUph3kHDJPZ5Mqn","",""
"prot-201415--41","i-13DFi82FsEoc6WkK1T673","",""
"prot-201415--22","i-13GAEpXi9B4mMFoKqEmuT","",""
"prot-201516--47","i-11sTFSmhVB2CUw9JnT82","",""
"prot-201516--43","i-13cjkhGfFn3FpqZ9xC9Kz","",""
"prot-201516--47","i-13wcwDoEibCZ4MdMLBbhs","",""
"prot-201617--23","i-112CJTQGG67fjza77oRFSR","",""
"prot-201617--44","i-13Ab1AMpa9CYmeDLtGjjj","",""
"prot-201617--13","i-13VffKfWa7afjhUHCS1cw","",""
"prot-201718--45","i-12rnArGsdxPscAkWiKnp3","",""
"prot-201718--54","i-13cy2jpuebMhWjSBJ9MLw","",""
"prot-201718--11","i-16d8X3ub5gP3xhqBTzULP","",""
"prot-201819--5","i-16pKnQ7kkDWcN2oaBndU6","",""
"prot-201819--13","i-1A1qbJmg37bFNGrnJR3Xs","",""
"prot-201819--32","i-1CUvgfHDwxcVoxwbA3Dqm","",""
"prot-201920--24","i-11oYK8dVLpC8hS9nZU8pq","note","innehållsförteckning"
"prot-201920--43","i-17qC6qsLypbsQZ6ioRS5E","note",""
"prot-201920--28","i-1CaU6zuihueq2fbYx2v8R","note","Wrong page, should be page 81"
"prot-202021--38","i-16M8VKKfDdTeYtNGxfEE3","",""
"prot-202021--45","i-19QymxwuiqttXiAMGgceB","",""
"prot-202021--30","i-1A8CwgDHg2G2uZW8Yg35b","",""
"prot-202122--13","i-17yFF8d2BuThXeSDNr22w","",""
"prot-202122--41","i-18vuysRHoH3oTQBAYWA2N","",""
"prot-202122--41","i-1FeFPWS6R6oEYyWNuADz8","",""
